strain	accession	date	date_submitted		clade_membership	host	country	recency	lineage	region	author		GA_CT_fraction	dinuc_context_fraction
MpxV/human/CAN/UN-NML-3357/2022	ON880543	6/2/22	6/30/22		IIb	Homo sapiens	Canada	Older		North America	"Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J."		1	
Monkeypox/PT0292/2022	OP414327	6/9/22	9/12/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."			
MPX/PT0074/2022	OP245328	7/27/22	8/17/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."		1	
Slovenia-MPXV-16-2022	OP605558	7/1/22	10/11/22		IIb	Homo sapiens	Slovenia	Older		Europe	"Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T."			
Slovenia-MPXV-21-2022	OP605563	7/1/22	10/11/22		IIb	Homo sapiens	Slovenia	Older		Europe	"Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T."			
MPXV_USA_2022_NY0023	OP303794	6/1/22	8/26/22		IIb	Homo sapiens	USA	Older		North America	"Gigante,C.M., Hughes,S., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M.S., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Baumgartner,J., Li,Y."		1	
Monkeypox/PT0213/2022	OP324523	6/24/22	8/29/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."			
Monkeypox/PT0349/2022	OP414378	5/26/22	9/12/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."			
Monkeypox/PT0315/2022	OP414348	6/3/22	9/12/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."		1	
Slovenia-MPXV-24-2022	OP605566	7/31/22	10/11/22		IIb	Homo sapiens	Slovenia	Older		Europe	"Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T."		0.5	
MPXV/Germany/2022/RKI112	ON929070	7/1/22	7/6/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MPXV/Germany/2022/RKI024	ON694336	5/1/22	6/7/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MpxV/human/CAN/UN-NML-3702/2022	ON983166	6/15/22	7/14/22		IIb	Homo sapiens	Canada	Older		North America	"Duggan,A., Hole,D., Yadav,C., Knox,N., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Marchand-Austin,A., Eshaghi,A., Patel,S.N., Hasso,M., Gubbay,J.B., Olsha,R."			
hMPXV-IHU00003	OP382480	7/4/22	9/7/22		IIb	Homo sapiens	France	Older		Europe	"Colson,P."			
CVR_MPXV1b	ON808414	5/15/22	6/21/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Filipe,A., Tong,L., Vattipally,S.B., Maclean,A., Gunson,R., Holden,M.T.G., Barr,D., Ho,A., Palmarini,M., Rambaut,A., Robertson,D.L., Thomson,E.C."			
MPX_k9tr7U_9000256	OP415226	8/1/22	9/12/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."			
MpxV/human/CAN/UN-NML-2967/2022	ON803442	5/16/22	6/21/22		IIb	Homo sapiens	Canada	Older		North America	"Knox,N., Duggan,A., Yadav,C., Hole,D., Haidl,E., Chapel,M., Jolly,G., Domselaar,G.V., Antonation,K., Leung,A., Fernando,L., Audet,J., Hagan,M., Graham,M., Griffiths,E., Safronetz,D., Charest,H., Levade,I., Fafard,J."			
MPXV/Germany/2022/RKI172	OP018597	7/1/22	7/19/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MpxV/human/CAN/UN-NML-3368/2022	ON880546	6/2/22	6/30/22		IIb	Homo sapiens	Canada	Older		North America	"Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J."			
MPX/UZ_REGA_4/Belgium/2022	ON880420	5/27/22	6/30/22		IIb	Homo sapiens	Belgium	Older		Europe	"Vanmechelen,B., Wawina-Bokalanga,T., Logist,A.-S., Sinnesael,R., Ysebaert,L., Verlinden,J., Van Holm,B., Bloemen,M., Maes,P."			
Monkeypox/PT0036/2022	ON843167	5/26/22	6/24/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."			
CVR_MPXV1e	ON808417	5/15/22	6/21/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Filipe,A., Tong,L., Vattipally,S.B., Maclean,A., Gunson,R., Holden,M.T.G., Barr,D., Ho,A., Palmarini,M., Rambaut,A., Robertson,D.L., Thomson,E.C."			
MPXV_USA_2022_CA001	ON676703	5/1/22	6/3/22		IIb	Homo sapiens	USA	Older		North America	"Gigante,C.M., Ventura,J., Seabolt,M.H., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Nash,J., Li,Y."			
MPXV/Germany/2022/RKI173	OP018598	7/1/22	7/19/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MPXV/Germany/2022/RKI513	OP689666	6/1/22	10/20/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MpxV/human/CAN/UN-NML-3127/2022	ON880508	5/30/22	6/30/22		IIb	Homo sapiens	Canada	Older		North America	"Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Jolly,G., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Griffiths,E., Leung,A., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N."			
Monkeypox/PT0013/2022	ON649723	5/20/22	6/1/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J.D., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Carvalho,I.L., Pelerito,A., Cordeiro,R., Gomes,J.P."			
MPX/UZ_REGA_3/Belgium/2022	ON880419	5/27/22	6/30/22		IIb	Homo sapiens	Belgium	Older		Europe	"Wawina-Bokalanga,T., Vanmechelen,B., Logist,A.-S., Sinnesael,R., Ysebaert,L., Bloemen,M., Maes,P."			
MPXV/Germany/2022/RKI476	OP626114	7/1/22	10/13/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MPXV/Germany/2022/RKI010	ON682267	5/1/22	6/6/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MPXV/Germany/2022/RKI563	OP764621	6/1/22	11/3/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MpxV/human/CAN/UN-NML-2853/2022	ON803425	5/19/22	6/21/22		IIb	Homo sapiens	Canada	Older		North America	"Knox,N., Duggan,A., Yadav,C., Hole,D., Haidl,E., Chapel,M., Jolly,G., Domselaar,G.V., Antonation,K., Leung,A., Fernando,L., Audet,J., Hagan,M., Graham,M., Griffiths,E., Safronetz,D., Charest,H., Levade,I., Fafard,J."			
MpxV/human/CAN/UN-NML-2873/2022	ON803429	5/19/22	6/21/22		IIb	Homo sapiens	Canada	Older		North America	"Knox,N., Duggan,A., Yadav,C., Hole,D., Haidl,E., Chapel,M., Jolly,G., Domselaar,G.V., Antonation,K., Leung,A., Fernando,L., Audet,J., Hagan,M., Graham,M., Griffiths,E., Safronetz,D., Charest,H., Levade,I., Fafard,J."			
MPXV_USA_2022_HI0003	OP378703	6/1/22	9/6/22		IIb	Homo sapiens	USA	Older		North America	"Gigante,C.M., Manuzak,A., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Gose,R., Li,Y."			
MPXV_UK_2022_9000152	OP205114	5/16/22	8/11/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."			
MPXV/Germany/2022/RKI071	ON929058	7/1/22	7/6/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A."			
MPXV/Human/USA/CA-CDPH-MPX000006/2022	OP580154	6/7/22	10/4/22		IIb	Homo sapiens	USA	Older		North America	"Probert,W., Espinosa,A., Kath,C., Haw,M., O'Neil,R., Bell,J., Hacker,J."			
Monkeypox/PT0014/2022	ON649724	5/23/22	6/1/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J.D., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Carvalho,I.L., Pelerito,A., Cordeiro,R., Gomes,J.P."			
MPXV_USA_2022_IL0025	OP225969	6/1/22	8/16/22		IIb	Homo sapiens	USA	Older		North America	"Gigante,C.M., Ghinai,I., Seabolt,M.H., Zhao,H., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Kerins,J., Li,Y."			
Monkeypox/PT0011/2022	ON649725	5/23/22	6/1/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J.D., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Carvalho,I.L., Pelerito,A., Cordeiro,R., Gomes,J.P."			
MpxV/human/CAN/UN-NML-3339/2022	ON880539	6/1/22	6/30/22		IIb	Homo sapiens	Canada	Older		North America	"Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J."			
MPXV_IRBA22-14	ON755040	5/20/22	6/14/22		IIb	Homo sapiens	France	Older		Europe	"Jarjaval,F., Nolent,F., Criqui,A., Chapus,C., Lamer,O., Ferraris,O., Gorge,O."			
MPXV_UK_2022_9000144	OP205107	6/16/22	8/11/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."			
MPXV/Germany/2022/RKI087	ON853654	6/1/22	6/27/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A."			
hMPXV-IHU00005	OP382482	7/4/22	9/7/22		IIb	Homo sapiens	France	Older		Europe	"Colson,P."			
MPXV_USA_2022_MN0005	OP451004	6/1/22	9/16/22		IIb	Homo sapiens	USA	Older		North America	"Gigante,C.M., Wang,X., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Ostadkar,R., Li,Y."			
MpxV/human/CAN/UN-NML-3472/2022	ON880516	6/2/22	6/30/22		IIb	Homo sapiens	Canada	Older		North America	"Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Jolly,G., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Griffiths,E., Leung,A., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N."			
MPXV_USA_2022_IL001	ON959131	5/1/22	7/11/22		IIb	Homo sapiens	USA	Older		North America	"Gigante,C.M., Ghinai,I., Seabolt,M.H., Zhao,H., Wilkins,K., Respress,J., Howard,D., Batra,D., McCollum,A., Hutson,C., Davidson,W., Rao,A., Kerins,J., Li,Y."			
MPXV22/human/USA-OK-67	OP351282	7/19/22	9/1/22		IIb	Homo sapiens	USA	Older		North America	"Chapman,R.C., Bernhard,K., McCutchen,E.L., Fauver,J.R., O'Dell,J.X., Mannell,M., Wiley,M.R., Cross,S.T."			
MPXV/Germany/2022/RKI475	OP626113	7/1/22	10/13/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MPX_96X1Vd_9000218	OP415196	3/24/22	9/12/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."			
MpxV/human/CAN/UN-NML-2955/2022	ON803441	5/23/22	6/21/22		IIb	Homo sapiens	Canada	Older		North America	"Knox,N., Duggan,A., Yadav,C., Hole,D., Haidl,E., Chapel,M., Jolly,G., Domselaar,G.V., Antonation,K., Leung,A., Fernando,L., Audet,J., Hagan,M., Graham,M., Griffiths,E., Safronetz,D., Charest,H., Levade,I., Fafard,J."			
Monkeypox/PT0012/2022	ON649719	5/23/22	6/1/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J.D., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Carvalho,I.L., Pelerito,A., Cordeiro,R., Gomes,J.P."			
MPX/UZ_REGA_6/Belgium/2022	ON880422	5/27/22	6/30/22		IIb	Homo sapiens	Belgium	Older		Europe	"Vanmechelen,B., Wawina-Bokalanga,T., Logist,A.-S., Sinnesael,R., Ysebaert,L., Verlinden,J., Van Holm,B., Bloemen,M., Maes,P."			
MPX/UZ_REGA_5/Belgium/2022	ON880421	5/27/22	6/30/22		IIb	Homo sapiens	Belgium	Older		Europe	"Vanmechelen,B., Wawina-Bokalanga,T., Logist,A.-S., Sinnesael,R., Ysebaert,L., Verlinden,J., Van Holm,B., Bloemen,M., Maes,P."			
Monkeypox/PT0047/2022	ON843177	6/2/22	6/24/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."			
2022/2 SLO	ON631241	5/24/22	5/30/22		IIb	Homo sapiens	Slovenia	Older		Europe	"Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T."			
MPXV_UK_2022_9000090	OP205139	5/25/22	8/11/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."			
MpxV/human/CAN/UN-NML-2852/2022	ON803424	5/19/22	6/21/22		IIb	Homo sapiens	Canada	Older		North America	"Knox,N., Duggan,A., Yadav,C., Hole,D., Haidl,E., Chapel,M., Jolly,G., Domselaar,G.V., Antonation,K., Leung,A., Fernando,L., Audet,J., Hagan,M., Graham,M., Griffiths,E., Safronetz,D., Charest,H., Levade,I., Fafard,J."			
MPX_96X1Vd_9000217	OP415195	3/24/22	9/12/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."			
MpxV/human/CAN/UN-NML-2896/2022	ON803437	5/20/22	6/21/22		IIb	Homo sapiens	Canada	Older		North America	"Knox,N., Duggan,A., Yadav,C., Hole,D., Haidl,E., Chapel,M., Jolly,G., Domselaar,G.V., Antonation,K., Leung,A., Fernando,L., Audet,J., Hagan,M., Graham,M., Griffiths,E., Safronetz,D., Charest,H., Levade,I., Fafard,J."			
MPXV_USA_2022_MA001	ON563414	5/1/22	5/20/22		IIb	Homo sapiens	USA	Older		North America	"Gigante,C.M., Smole,S., Seabolt,M.H., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Brown,C., Li,Y."			
MPXV/Germany/2022/RKI077	ON853679	6/1/22	6/27/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MPXV_UK_2022_9000140	OP205104	7/6/22	8/11/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."		0.67	
MPXV_USA_2022_UT001	ON676705	5/27/22	6/3/22		IIb	Homo sapiens	USA	Older		North America	"Gigante,C.M., Atkinson,A., Seabolt,M.H., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Murray,J., Li,Y."		1	
MPXV/Human/USA/CA-LACPHL-MA00360/2022	OP920698	11/2/22	11/30/22		IIb	Homo sapiens	USA	Older		North America	"Hemarajata,P., Green,N.M., Garrigues,J."			
MpxV/human/CAN/UN-NML-2886/2022	ON803434	5/20/22	6/21/22		IIb	Homo sapiens	Canada	Older		North America	"Knox,N., Duggan,A., Yadav,C., Hole,D., Haidl,E., Chapel,M., Jolly,G., Domselaar,G.V., Antonation,K., Leung,A., Fernando,L., Audet,J., Hagan,M., Graham,M., Griffiths,E., Safronetz,D., Charest,H., Levade,I., Fafard,J."			
LBMB-UTP_MP-009_TOL	OQ148466	9/13/22	12/30/22		IIb	Homo sapiens	Colombia	One month ago		South America	"Orjuela,M., Tabares,F.A., Anacona,J.D., Lopez,P.A., Zuluaga-Velez,A., Sepulveda-Arias,J.C."		1	
MPXV_UK_2022_9000184	OP205129	6/30/22	8/11/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."		1	
Monkeypox virus/Human/USA/CA-LACPHL-MA00228/2022	OP680506	10/4/22	10/19/22		IIb	Homo sapiens	USA	Older		North America	"Hemarajata,P., Green,N.M., Garrigues,J.M."		1	
MPX_h9DUQg_9000203	OP415184	7/31/22	9/12/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."		1	0.67
MPXV/Human/USA/CA-LACPHL-MA00298/2022	OP890532	9/30/22	11/24/22		IIb	Homo sapiens	USA	Older		North America	"Hemarajata,P., Green,N.M., Garrigues,J.M."		1	
Slovenia-MPXV-43-2022	OP605584	8/31/22	10/11/22		IIb	Homo sapiens	Slovenia	Older		Europe	"Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T."		0.5	
Monkeypox/PT0029/2022	ON843173	5/27/22	6/24/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."		1	
MPX_96X1Vd_9000216	OP415194	3/24/22	9/12/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."			
MPXV/Germany/2022/RKI593	OP837355	10/1/22	11/16/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MpxV/human/USA/WA-UW-084325/2022	OP257261	8/31/22	8/19/22		IIb	Homo sapiens	USA	Older		North America	"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L."		1	
MPXV_UK_2022_9000173	OP205124	5/26/22	8/11/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."		1	
Monkeypox/PT0235/2022	OP324543	6/21/22	8/29/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."			
Monkeypox/PT0355/2022	OP414382	5/22/22	9/12/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."		1	
MPXV_USA_2022_CO0002	OP185715	5/27/22	8/10/22		IIb	Homo sapiens	USA	Older		North America	"Gigante,C.M., Steidley,B., Seabolt,M.H., Zhao,H., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Davizon,E.S., Li,Y."		1	1
MPX_hSAaEl_9000356	OP415281	8/1/22	9/12/22		IIb	Homo sapiens	United Kingdom	Older		Europe	"Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M."			
MPXV-USA-IL-IDPH-022	OP536683	6/1/22	9/27/22		IIb	Homo sapiens	USA	Older		North America	"Gagnon,K.T."		1	
hMPXV/Austria/MUW1525179/2022	OP019275	6/10/22	7/19/22		IIb	Homo sapiens	Austria	Older		Europe	"Camp,J.V., Redlberger-Fritz,M., Aberle,S.W."		0.67	
MPXV/Human/USA/UT-UPHL-82200023/2022	OP743358	5/21/22	10/31/22		IIb	Homo sapiens	USA	Older		North America	"Iverson,T., Oakeson,K.F., Young,E.L., Wagner,J., Hergert,J."			
PrEV_case_4	OP727823	10/9/22	10/27/22		IIb	Homo sapiens	Belgium	Older		Europe	"Berens-Riha,N., De Block,T., Rutgers,J., Van Gestel,L., Hens,M., Kenyon,C., Soentjens,P., Van Griensven,J., Brosius,I., Arien,K., Van Esbroeck,M., Rezende,A.M., Vercauteren,K."		1	
MPXV/Germany/2022/ON/RKI512	OP689665	10/1/22	10/20/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MN-MDH-MPXV_0020	OP597794	7/21/22	10/7/22		IIb	Homo sapiens	USA	Older		North America	"Plumb,M.R."		1	
Monkeypox/PT0384/2022	OP555480	7/12/22	9/30/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."		1	
Monkeypox/PT0317/2022	OP414349	6/6/22	9/12/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."			
MPXV/Germany/2022/RKI553	OP715833	6/1/22	10/25/22		IIb	Homo sapiens	Germany	Older		Europe	"Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A."			
MPXV-USA-IL-IDPH-014	OP536675	7/5/22	9/27/22		IIb	Homo sapiens	USA	Older		North America	"Gagnon,K.T."		1	
hMPXV-IHU00013	OP382490	7/20/22	9/7/22		IIb	Homo sapiens	France	Older		Europe	"Colson,P."			
MpxV/human/CAN/UN-NML-3864/2022	OP062230	6/22/22	7/26/22		IIb	Homo sapiens	Canada	Older		North America	"Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Antonation,K., Jolly,G., Griffiths,E., Charest,H., Levade,I., Fafard,J."		1	
Monkeypox/PT0333/2022	OP414364	5/27/22	9/12/22		IIb	Homo sapiens	Portugal	Older		Europe	"Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P."			
