accession	strain_region_coarse_date
OP390193	hMpxV/UK/LMO-024a/2022_WesternEurope_6/24/22	accession
OP279045	MpxV/human/CAN/UN-NML-4144/2022_NorthAmerica_7/4/22	accession
OP279037	MpxV/human/CAN/UN-NML-4113/2022_NorthAmerica_7/4/22	accession
OP920682	MPXV/Human/USA/CA-LACPHL-MA00344/2022_NorthAmerica_11/9/22	accession
OQ148469	LBMB-UTP_MP-013_VAC_SouthAmerica_11/11/22	accession
OP597786	MN-MDH-MPXV_0012_NorthAmerica_7/13/22	accession
OP536725	MPXV-USA-IL-IDPH-064_NorthAmerica_6/27/22	accession
OP314960	MPXV22/human/USA-NE-115_NorthAmerica_8/4/22	accession
OP390178	MAG-UNIMOL-MPX-292982-L_SouthAmerica_8/20/22	accession
OP539892	MPX/Human/USA/CA-LACPHL-MA00107/2022_NorthAmerica_8/22/22	accession
OP890530	MPXV/Human/USA/CA-LACPHL-MA00296/2022_NorthAmerica_10/4/22	accession
OP819960	SAN_INS_MPX_0973_L_SouthAmerica_10/17/22	accession
OP693648	DC_INS_MPX_0089_L_SouthAmerica_8/9/22	accession
OP959064	BOL-UNIMOL-MPX-293772-L_SouthAmerica_11/17/22	accession
OP959063	BOL-UNIMOL-MPX-293633-L_SouthAmerica_11/15/22	accession
OP959062	BOL-UNIMOL-MPX-293614-L_SouthAmerica_11/11/22	accession
OP536711	MPXV-USA-IL-IDPH-050_NorthAmerica_6/24/22	accession
OQ148467	LBMB-UTP_MP-010_TOL_SouthAmerica_9/13/22	accession
OQ148464	LBMB-UTP_MP-006_TOL_SouthAmerica_9/16/22	accession
OP587263	MPXV/Human/USA/CA-CDPH-MPX000042/2022_NorthAmerica_7/28/22	accession
OP442555	hMPX/Human/USA/CA-LACPHL-MA00073/2022_NorthAmerica_8/5/22	accession
OP615279	MPX/Human/USA/CA-LACPHL-MA00206/2022_NorthAmerica_9/13/22	accession
OP440605	hMPX/Human/USA/CA-LACPHL-MA00063/2022_NorthAmerica_8/8/22	accession
OP743990	MpxV/human/USA/WA-UW-098408/2022_NorthAmerica_9/30/22	accession
OP743968	MpxV/human/USA/WA-UW-099479/2022_NorthAmerica_9/1/22	accession
OP628478	MpxV/human/USA/WA-UW-087628/2022_NorthAmerica_8/3/22	accession
OP743974	MpxV/human/USA/WA-UW-092407/2022_NorthAmerica_9/1/22	accession
OP628477	MpxV/human/USA/WA-UW-087577/2022_NorthAmerica_8/12/22	accession
OP743993	MpxV/human/USA/WA-UW-094603/2022_NorthAmerica_9/4/22	accession
OP747058	MpxV/human/USA/WA-UW-109000/2022_NorthAmerica_10/1/22	accession
OP392546	MpxV/human/USA/WA-UW-085171/2022_NorthAmerica_8/31/22	accession
OP442539	hMPX/Human/USA/CA-LACPHL-MA00078/2022_NorthAmerica_8/5/22	accession
OP890563	MPXV/Human/USA/CA-LACPHL-MA00335/2022_NorthAmerica_11/9/22	accession
OP890564	MPXV/Human/USA/CA-LACPHL-MA00336/2022_NorthAmerica_11/9/22	accession
OP890561	MPXV/Human/USA/CA-LACPHL-MA00333/2022_NorthAmerica_11/9/22	accession
OP890557	MPXV/Human/USA/CA-LACPHL-MA00329/2022_NorthAmerica_11/9/22	accession
OP890558	MPXV/Human/USA/CA-LACPHL-MA00330/2022_NorthAmerica_11/9/22	accession
OP890569	MPXV/Human/USA/CA-LACPHL-MA00312/2022_NorthAmerica_11/9/22	accession
OP890547	MPXV/Human/USA/CA-LACPHL-MA00289/2022_NorthAmerica_10/4/22	accession
OP890571	MPXV/Human/USA/CA-LACPHL-MA00314/2022_NorthAmerica_11/9/22	accession
OP890562	MPXV/Human/USA/CA-LACPHL-MA00334/2022_NorthAmerica_11/9/22	accession
OP748968	Monkeypoxvirus/Human/USA/CA-LACPHL-MA00282/2022_NorthAmerica_10/13/22	accession
OP890556	MPXV/Human/USA/CA-LACPHL-MA00328/2022_NorthAmerica_11/9/22	accession
OP890553	MPXV/Human/USA/CA-LACPHL-MA00325/2022_NorthAmerica_11/9/22	accession
OP890573	MPXV/Human/USA/CA-LACPHL-MA00316/2022_NorthAmerica_11/9/22	accession
OP890570	MPXV/Human/USA/CA-LACPHL-MA00313/2022_NorthAmerica_11/9/22	accession
OP890554	MPXV/Human/USA/CA-LACPHL-MA00326/2022_NorthAmerica_11/9/22	accession
OP890572	MPXV/Human/USA/CA-LACPHL-MA00315/2022_NorthAmerica_11/9/22	accession
OP890559	MPXV/Human/USA/CA-LACPHL-MA00331/2022_NorthAmerica_11/9/22	accession
OP748945	Monkeypoxvirus/Human/USA/CA-LACPHL-MA00259/2022_NorthAmerica_10/13/22	accession
OP890555	MPXV/Human/USA/CA-LACPHL-MA00327/2022_NorthAmerica_11/9/22	accession
OP890575	MPXV/Human/USA/CA-LACPHL-MA00318/2022_NorthAmerica_11/9/22	accession
OP890568	MPXV/Human/USA/CA-LACPHL-MA00311/2022_NorthAmerica_11/9/22	accession
OP890565	MPXV/Human/USA/CA-LACPHL-MA00308/2022_NorthAmerica_11/9/22	accession
OP890560	MPXV/Human/USA/CA-LACPHL-MA00332/2022_NorthAmerica_11/9/22	accession
OP890577	MPXV/Human/USA/CA-LACPHL-MA00320/2022_NorthAmerica_11/9/22	accession
OP890567	MPXV/Human/USA/CA-LACPHL-MA00310/2022_NorthAmerica_11/9/22	accession
OP890576	MPXV/Human/USA/CA-LACPHL-MA00319/2022_NorthAmerica_11/9/22	accession
OP890574	MPXV/Human/USA/CA-LACPHL-MA00317/2022_NorthAmerica_11/9/22	accession
OP205101	MPXV_UK_2022_9000136_WesternEurope_7/7/22	accession
OP205081	MPXV_UK_2022_9000078_WesternEurope_6/14/22	accession
ON843170	Monkeypox/PT0031/2022_SouthernEurope_5/26/22	accession
OP539901	MPX/Human/USA/CA-LACPHL-MA00116/2022_NorthAmerica_9/14/22	accession
OP303790	MPXV_USA_2022_IL0044_NorthAmerica_6/1/22	accession
OP415183	MPX_Yob5K4_9000202_WesternEurope_7/31/22	accession
OP205103	MPXV_UK_2022_9000138_WesternEurope_7/6/22	accession
OP205070	MPXV_UK_2022_9000064_WesternEurope_6/6/22	accession
OP615340	MPXV/Germany/2022/ON/RKI458_WesternEurope_9/30/22	accession
OP185712	MPXV_USA_2022_IL0005_NorthAmerica_6/24/22	accession
OP415278	MPX_ev2D41_9000352_WesternEurope_8/4/22	accession
OQ159037	MPXV/Germany/2022/ON/RKI642_WesternEurope_8/10/22	accession
OP415272	MPX_bSkpM3_9000334_WesternEurope_8/10/22	accession
OP415252	MPX_WOcPOH_9000297_WesternEurope_8/31/22	accession
OQ159026	MPXV/Germany/2022/RKI631_WesternEurope_10/31/22	accession
ON959172	MPXV/Germany/2022/RKI158_WesternEurope_7/31/22	accession
ON755255	MPXV/Germany/2022/RKI049_WesternEurope_6/19/22	accession
OP715817	MPXV/Germany/2022/RKI537_WesternEurope_6/30/22	accession
ON959153	MPXV/Germany/2022/RKI165_WesternEurope_7/31/22	accession
OP215210	MPXV/Germany/2022/RKI202_WesternEurope_8/1/22	accession
OP205071	MPXV_UK_2022_9000065_WesternEurope_6/6/22	accession
OP727822	PrEV_case_2_WesternEurope_10/2/22	accession
OP687936	MPXV_USA_2022_NC0009_NorthAmerica_7/8/22	accession
OP743961	MpxV/human/USA/WA-UW-086295/2022_NorthAmerica_8/31/22	accession
OP743366	MPXV/Human/USA/UT-UPHL-82200236/2022_NorthAmerica_8/5/22	accession
OP881948	MPXV_USA_2022_MD0006_NorthAmerica_8/31/22	accession
OP555476	Monkeypox/PT0380/2022_SouthernEurope_7/13/22	accession
OP415186	MPX_cmjxZM_9000205_WesternEurope_6/1/22	accession
OP205084	MPXV_UK_2022_9000093_WesternEurope_5/30/22	accession
OP415230	MPX_dlHLXa_9000261_WesternEurope_8/31/22	accession
OP415198	MPX_2v76E1_9000222_WesternEurope_7/31/22	accession
OP415201	MPX_K1dQNt_9000225_WesternEurope_7/7/22	accession
OP415199	MPX_K1dQNt_9000223_WesternEurope_7/7/22	accession
OP415222	MPX_12DvO8_9000251_WesternEurope_8/31/22	accession
OP205097	MPXV_UK_2022_9000130_WesternEurope_7/5/22	accession
ON720848	MpxV/Spain/MD-HGUGM-6513479/2022_SouthernEurope_5/27/22	accession
OP450985	MPXV_USA_2022_TX0019_NorthAmerica_6/1/22	accession
OP205110	MPXV_UK_2022_9000147_WesternEurope_6/14/22	accession
OP215226	MPXV/Germany/2022/RKI241_WesternEurope_8/31/22	accession
OP531895	B969965re_NorthAmerica_7/18/22	accession
OP382489	hMPXV-IHU00012_WesternEurope_7/19/22	accession
OQ148472	LBMB-UTP_MP-019_VAC_SouthAmerica_11/11/22	accession
OP431397	ANT-LDSP-ANT-MPX-22607-L_SouthAmerica_8/16/22	accession
OP881936	ANT-LDSP-ANT-MPX-26261O_SouthAmerica_9/26/22	accession
OP881930	ANT-LDSP-ANT-MPX-26237E_SouthAmerica_9/26/22	accession
OP477447	ANT-LDSP-ANT-MPX-23062-L_SouthAmerica_8/22/22	accession
OP295382	INS-MPXV-0015-L1_SouthAmerica_7/21/22	accession
OP881938	ANT-LDSP-ANT-MPX-26318E_SouthAmerica_9/29/22	accession
OP477450	ANT-LDSP-ANT-MPX-23114-C_SouthAmerica_8/23/22	accession
OP477456	ANT-LDSP-ANT-MPX-23315-L_SouthAmerica_8/24/22	accession
OP642386	ANT-LDSP-ANT-MPX-24913-O_SouthAmerica_9/9/22	accession
OP881934	ANT-LDSP-ANT-MPX-26255C_SouthAmerica_9/26/22	accession
OP642388	ANT-LDSP-ANT-MPX-24915-L_SouthAmerica_9/9/22	accession
OP642392	ANT-LDSP-ANT-MPX-24520-O_SouthAmerica_9/7/22	accession
OP477449	ANT-LDSP-ANT-MPX-23110-C_SouthAmerica_8/22/22	accession
OP431395	ANT-LDSP-ANT-MPX-22363-L_SouthAmerica_8/11/22	accession
OP431398	ANT-LDSP-ANT-MPX-22702-C_SouthAmerica_8/17/22	accession
OP431401	ANT-LDSP-ANT-MPX-22769-L_SouthAmerica_8/17/22	accession
OP459216	ANT-LDSP-ANT-MPX-23651-L_SouthAmerica_8/30/22	accession
OP459213	ANT-LDSP-ANT-MPX-23628-C_SouthAmerica_8/30/22	accession
OP642389	ANT-LDSP-ANT-MPX-24709-L_SouthAmerica_9/8/22	accession
OP477444	ANT-LDSP-ANT-MPX-22815-L_SouthAmerica_8/18/22	accession
OP431399	ANT-LDSP-ANT-MPX-22748-C_SouthAmerica_8/17/22	accession
OP477457	ANT-LDSP-ANT-MPX-23266_SouthAmerica_8/23/22	accession
OP642418	ANT-LDSP-ANT-MPX-25458E_SouthAmerica_9/14/22	accession
OP459209	ANT-LDSP-ANT-MPX-23551-O_SouthAmerica_8/29/22	accession
OP881933	ANT-LDSP-ANT-MPX-26252E_SouthAmerica_9/26/22	accession
OP459212	ANT-LDSP-ANT-MPX-23603-O_SouthAmerica_8/29/22	accession
OP459210	ANT-LDSP-ANT-MPX-23553-C_SouthAmerica_8/29/22	accession
OP689664	MPXV/Germany/2022/ON/RKI511_WesternEurope_10/1/22	accession
OP642398	ANT-LDSP-ANT-MPX-24939C_SouthAmerica_9/12/22	accession
OP959057	SUC-UNIMOL-MPX-293401-L_SouthAmerica_11/10/22	accession
OP819958	QUI_INS_MPX_0967_L_SouthAmerica_10/15/22	accession
OP459218	ANT-LDSP-ANT-MPX-23655-L_SouthAmerica_8/30/22	accession
OP459217	ANT-LDSP-ANT-MPX-23654-O_SouthAmerica_8/30/22	accession
OP693650	ANT_INS_MPX_0024_L_SouthAmerica_8/7/22	accession
OP642381	ANT-LDSP-ANT-MPX-24728-L_SouthAmerica_9/8/22	accession
OP642373	ANT-LDSP-ANT-MPX-24717-L_SouthAmerica_9/8/22	accession
OP642379	ANT-LDSP-ANT-MPX-24713-L_SouthAmerica_9/8/22	accession
OP477455	ANT-LDSP-ANT-MPX-23285-L_SouthAmerica_8/24/22	accession
OP727821	PrEV_case_1_WesternEurope_8/27/22	accession
OP415270	MPX_LaJWw4_9000332_WesternEurope_8/1/22	accession
OP414383	Monkeypox/PT0356/2022_SouthernEurope_5/23/22	accession
OP310065	MpxV/human/USA/WA-UW-088973/2022_NorthAmerica_8/31/22	accession
OP555595	Monkeypox/PT0524/2022_SouthernEurope_8/18/22	accession
OP555585	Monkeypox/PT0514/2022_SouthernEurope_8/16/22	accession
ON782055	MPXV/Spain/HUNSC_ITER_0001b/2022_SouthernEurope_5/31/22	accession
ON755251	MPXV/Germany/2022/RKI045_WesternEurope_6/30/22	accession
ON754985	MPXV_SI2022_S4_CentralEurope_6/1/22	accession
ON853661	MPXV/Germany/2022/RKI079_WesternEurope_6/30/22	accession
OP605568	Slovenia-MPXV-26-2022_CentralEurope_7/31/22	accession
ON782054	MPXV/Spain/HUNSC_ITER_0001a/2022_SouthernEurope_5/31/22	accession
ON754984	MPXV_SI2022_S3_CentralEurope_6/1/22	accession
OP555633	Monkeypox/PT0562/2022_SouthernEurope_9/1/22	accession
OP392532	MpxV/human/USA/OH-UW-080114/2022_NorthAmerica_8/31/22	accession
OP605564	Slovenia-MPXV-22-2022_CentralEurope_7/31/22	accession
ON792320	hMpxV/Switzerland/ZH-UZH-IMV-3ba6449f/2022_WesternEurope_6/1/22	accession
OP205067	MPXV_UK_2022_9000061_WesternEurope_5/27/22	accession
ON622722	MPXV_FR_HCL0001_2022_WesternEurope_5/22/22	accession
OX248696	RNA_322pyq_CentralEurope_7/4/22	accession
OP392540	MpxV/human/USA/WA-UW-082770/2022_NorthAmerica_8/31/22	accession
OP205133	MPXV_UK_2022_9000188_WesternEurope_6/29/22	accession
OP270477	MPXV/Germany/2022/RKI288_WesternEurope_8/31/22	accession
OP257262	MpxV/human/USA/WA-UW-087619/2022_NorthAmerica_8/31/22	accession
OP355570	MPXV/Germany/2022/ON/RKI311_WesternEurope_8/1/22	accession
ON755248	MPXV/Germany/2022/RKI042_WesternEurope_6/1/22	accession
OP605551	Slovenia-MPXV-08-2022_CentralEurope_6/1/22	accession
ON838178	SI2022_S7_CentralEurope_6/1/22	accession
OP604566	MPXV22/human/USA-NE-230_NorthAmerica_8/28/22	accession
OP605552	Slovenia-MPXV-09-2022_CentralEurope_6/1/22	accession
ON754986	MPXV_SI2022_S5_CentralEurope_6/1/22	accession
ON754987	MPXV_SI2022_S1_VEROE6_CentralEurope_5/23/22	accession
ON609725	SLO_CentralEurope_5/23/22	accession
OP879760	NJ-MPXV-046_NorthAmerica_7/22/22	accession
OP588945	hMpxV/USA/NY-URMC-2207A101/2022_NorthAmerica_7/31/22	accession
ON950045	MPXV/ITM_pt_31/Belgium/27-May-2022_WesternEurope_5/27/22	accession
OP144214	MPXV/ITM_pt_25/Belgium/16-Jun-2022_WesternEurope_6/16/22	accession
OP144212	MPXV/ITM_pt_16/Belgium/10-Jun-2022_WesternEurope_6/10/22	accession
OP890549	MPXV/Human/USA/CA-LACPHL-MA00291/2022_NorthAmerica_10/7/22	accession
OP539923	MPX/Human/USA/CA-LACPHL-MA00138/2022_NorthAmerica_8/8/22	accession
OP920683	MPXV/Human/USA/CA-LACPHL-MA00345/2022_NorthAmerica_10/31/22	accession
OP748966	Monkeypoxvirus/Human/USA/CA-LACPHL-MA00280/2022_NorthAmerica_10/17/22	accession
OP580596	hMPX/USA/CA-LACPHL-MA00163/2022_NorthAmerica_9/22/22	accession
OP477448	ANT-LDSP-ANT-MPX-23106-L_SouthAmerica_8/22/22	accession
OP605570	Slovenia-MPXV-28-2022_CentralEurope_7/9/22	accession
OP605578	Slovenia-MPXV-36-2022_CentralEurope_7/31/22	accession
OP605585	Slovenia-MPXV-44-2022_CentralEurope_8/1/22	accession
OP605581	Slovenia-MPXV-40-2022_CentralEurope_8/1/22	accession
OP615330	MPXV/Germany/2022/ON/RKI456_WesternEurope_9/1/22	accession
OP184764	MpxV/human/USA/WA-UW-074932/2022_NorthAmerica_7/1/22	accession
ON792321	hMpxV/Switzerland/ZH-UZH-IMV-3ba6450e/2022_WesternEurope_6/2/22	accession
ON813256	MPXV/Germany/2022/RKI059_WesternEurope_6/1/22	accession
ON694332	MPXV/Germany/2022/RKI023_WesternEurope_5/25/22	accession
OP555635	Monkeypox/PT0564/2022_SouthernEurope_9/5/22	accession
ON755238	MPXV/Germany/2022/RKI032_WesternEurope_6/1/22	accession
OP355564	MPXV/Germany/2022/ON/RKI303_WesternEurope_8/1/22	accession
ON694333	MPXV/Germany/2022/RKI022_WesternEurope_5/1/22	accession
OP303785	MPXV_USA_2022_IL0042_NorthAmerica_6/1/22	accession
OP355580	MPXV/Germany/2022/ON/RKI324_WesternEurope_8/1/22	accession
OP310054	MpxV/human/USA/WA-UW-088213/2022_NorthAmerica_8/31/22	accession
ON929077	MPXV/Germany/2022/RKI122_WesternEurope_7/1/22	accession
OP390196	hMpxV/UK/LMO-031a/2022_WesternEurope_7/8/22	accession
OP434519	MpxV/human/USA/WA-UW-074978/2022_NorthAmerica_7/1/22	accession
ON813265	MPXV/Germany/2022/RKI065_WesternEurope_6/1/22	accession
ON694338	MPXV/Germany/2022/RKI017_WesternEurope_5/1/22	accession
ON929087	MPXV/Germany/2022/RKI132_WesternEurope_7/1/22	accession
ON694340	MPXV/Germany/2022/RKI014_WesternEurope_5/1/22	accession
ON755250	MPXV/Germany/2022/RKI044_WesternEurope_6/1/22	accession
OP382479	hMPXV-IHU00002_WesternEurope_7/1/22	accession
ON694329	MPXV/Germany/2022/RKI025_WesternEurope_5/1/22	accession
OP382488	hMPXV-IHU00011_WesternEurope_7/19/22	accession
ON694337	MPXV/Germany/2022/RKI020_WesternEurope_5/25/22	accession
OP555488	Monkeypox/PT0392/2022_SouthernEurope_7/13/22	accession
OP494257	MPXV/Germany/2022/ON/RKI301_WesternEurope_9/30/22	accession
OP555659	Monkeypox/PT0592/2022_SouthernEurope_9/14/22	accession
OP626115	MPXV/Germany/2022/RKI477_WesternEurope_7/8/22	accession
OP555553	Monkeypox/PT0474/2022_SouthernEurope_8/8/22	accession
ON929064	MPXV/Germany/2022/RKI106_WesternEurope_7/31/22	accession
OP484671	MPXV/Germany/2022/RKI350_WesternEurope_9/1/22	accession
ON694334	MPXV/Germany/2022/RKI021_WesternEurope_5/26/22	accession
OP215272	MPXV/Germany/2022/RKI253_WesternEurope_8/31/22	accession
OP415188	MPX_dDDHx_9000207_WesternEurope_6/30/22	accession
OP594187	MPXV/Germany/2022/RKI423_WesternEurope_9/30/22	accession
OP523990	MPXV/Germany/2022/RKI388_WesternEurope_9/30/22	accession
ON694339	MPXV/Germany/2022/RKI016_WesternEurope_5/15/22	accession
OP764614	MPXV/Germany/2022/RKI556_WesternEurope_6/1/22	accession
OP019276	hMPXV/Austria/MUW1527495/2022_WesternEurope_6/21/22	accession
ON755232	MPXV/Germany/2022/RKI026_WesternEurope_6/1/22	accession
ON808413	CVR_MPXV1a_WesternEurope_5/15/22	accession
ON694331	MPXV/Germany/2022/RKI015_WesternEurope_5/15/22	accession
OP689686	MPXV/Germany/2022/RKI532_WesternEurope_7/31/22	accession
OP626110	MPXV/Germany/2022/RKI472_WesternEurope_7/1/22	accession
ON637938	MPXV/Germany/2022/RKI01_WesternEurope_5/15/22	accession
OP390192	hMpxV/UK/LMO-023a/2022_WesternEurope_6/24/22	accession
OP018599	MPXV/Germany/2022/RKI174_WesternEurope_7/1/22	accession
ON755240	MPXV/Germany/2022/RKI034_WesternEurope_6/21/22	accession
OP215255	MPXV/Germany/2022/RKI227_WesternEurope_8/1/22	accession
OP689684	MPXV/Germany/2022/RKI531_WesternEurope_7/17/22	accession
OP215212	MPXV/Germany/2022/RKI204_WesternEurope_8/31/22	accession
OP415276	MPX_KV9qz9_9000349_WesternEurope_8/31/22	accession
OP245348	MPX/PT0114/2022_SouthernEurope_7/15/22	accession
OP245321	MPX/PT0067/2022_SouthernEurope_7/26/22	accession
OP555569	Monkeypox/PT0494/2022_SouthernEurope_8/15/22	accession
OP555641	Monkeypox/PT0570/2022_SouthernEurope_9/2/22	accession
OP555627	Monkeypox/PT0556/2022_SouthernEurope_8/30/22	accession
ON929090	MPXV/Germany/2022/RKI135_WesternEurope_7/31/22	accession
OP185716	MPXV_USA_2022_CA0005_NorthAmerica_6/1/22	accession
OP415204	MPX_fZLVcc_9000229_WesternEurope_7/1/22	accession
ON755239	MPXV/Germany/2022/RKI033_WesternEurope_6/30/22	accession
OP415180	MPX_CJjutN_9000198_WesternEurope_7/1/22	accession
OP959059	BOL-UNIMOL-MPX-293420-L_SouthAmerica_10/27/22	accession
OP205088	MPXV_UK_2022_9000100_WesternEurope_6/9/22	accession
ON929079	MPXV/Germany/2022/RKI124_WesternEurope_7/1/22	accession
OP310046	MpxV/human/USA/WA-UW-083914/2022_NorthAmerica_8/31/22	accession
OP205082	MPXV_UK_2022_9000079_WesternEurope_6/15/22	accession
OP331334	MPXV_UK_2022_9000060_WesternEurope_6/7/22	accession
OP205078	MPXV_UK_2022_9000072_WesternEurope_6/9/22	accession
OP415202	MPX_fZLVcc_9000227_WesternEurope_7/1/22	accession
OP205138	MPXV_UK_2022_9000195_WesternEurope_7/6/22	accession
OP150927	MPXV_USA_2022_WA001_NorthAmerica_5/1/22	accession
OP415193	MPX_gOirGi_9000215_WesternEurope_7/1/22	accession
ON853663	MPXV/Germany/2022/RKI081_WesternEurope_6/1/22	accession
OP205112	MPXV_UK_2022_9000149_WesternEurope_6/14/22	accession
OP523982	MPXV/Germany/2022/RKI380_WesternEurope_9/1/22	accession
OP484668	MPXV/Germany/2022/RKI347_WesternEurope_9/1/22	accession
ON959167	MPXV/Germany/2022/RKI153_WesternEurope_7/14/22	accession
OP484665	MPXV/Germany/2022/RKI343_WesternEurope_9/1/22	accession
ON929074	MPXV/Germany/2022/RKI119_WesternEurope_7/1/22	accession
OP205089	MPXV_UK_2022_9000101_WesternEurope_6/9/22	accession
OP390201	hMpxV/UK/LMO-038a/2022_WesternEurope_7/16/22	accession
OP555557	Monkeypox/PT0478/2022_SouthernEurope_8/8/22	accession
OP018592	MPXV/Germany/2022/RKI166_WesternEurope_7/31/22	accession
OP837342	MPXV/Germany/2022/RKI580_WesternEurope_6/30/22	accession
OP279039	MpxV/human/CAN/UN-NML-4117/2022_NorthAmerica_6/28/22	accession
OP764626	MPXV/Germany/2022/RKI568_WesternEurope_6/30/22	accession
OP205087	MPXV_UK_2022_9000099_WesternEurope_6/9/22	accession
OP205080	MPXV_UK_2022_9000076_WesternEurope_6/9/22	accession
OP205072	MPXV_UK_2022_9000066_WesternEurope_6/7/22	accession
OP881946	MPXV_USA_2022_FL0027_NorthAmerica_9/30/22	accession
OP536679	MPXV-USA-IL-IDPH-018_NorthAmerica_7/7/22	accession
OP494262	MPXV/Germany/2022/ON/RKI312_WesternEurope_9/30/22	accession
OP881947	MPXV_USA_2022_LA0002_NorthAmerica_9/1/22	accession
OP920680	MPXV/Human/USA/CA-LACPHL-MA00342/2022_NorthAmerica_10/26/22	accession
OP480417	hMPXV/USA/NC-UNC-0018/2022_NorthAmerica_8/28/22	accession
OP205083	MPXV_UK_2022_9000092_WesternEurope_5/25/22	accession
OP743967	MpxV/human/USA/WA-UW-092798/2022_NorthAmerica_9/1/22	accession
OP580597	hMPX/USA/CA-LACPHL-MA00164/2022_NorthAmerica_9/22/22	accession
OP440534	hMPX/Human/USA/CA-LACPHL-MA00041/2022_NorthAmerica_7/21/22	accession
OP879737	NJ-MPXV-019-rep2_NorthAmerica_7/1/22	accession
OP539917	MPX/Human/USA/CA-LACPHL-MA00132/2022_NorthAmerica_9/9/22	accession
OP920694	MPXV/Human/USA/CA-LACPHL-MA00356/2022_NorthAmerica_10/14/22	accession
OP205086	MPXV_UK_2022_9000097_WesternEurope_6/6/22	accession
OP687947	MPXV_USA_2022_TX0024_NorthAmerica_8/1/22	accession
OP605583	Slovenia-MPXV-42-2022_CentralEurope_8/31/22	accession
OP415234	MPX_L6rBi6_9000265_WesternEurope_8/31/22	accession
OP415251	MPX_eobXCZ_9000296_WesternEurope_8/31/22	accession
OP881953	MPXV_USA_2022_TX0031_NorthAmerica_9/6/22	accession
OP890528	MPXV/Human/USA/CA-LACPHL-MA00295/2022_NorthAmerica_11/1/22	accession
OP539915	MPX/Human/USA/CA-LACPHL-MA00130/2022_NorthAmerica_9/9/22	accession
OP539912	MPX/Human/USA/CA-LACPHL-MA00127/2022_NorthAmerica_9/9/22	accession
OP743995	MpxV/human/USA/WA-UW-102951/2022_NorthAmerica_10/2/22	accession
OP743999	MpxV/human/USA/WA-UW-108943/2022_NorthAmerica_10/2/22	accession
OP743996	MpxV/human/USA/WA-UW-108647/2022_NorthAmerica_10/2/22	accession
OQ054228	MPXV_USA_2022_NY0027_NorthAmerica_9/30/22	accession
OP480406	hMPXV/USA/NC-UNC-0005/2022_NorthAmerica_8/2/22	accession
OP415228	MPX_UBm6ar_9000259_WesternEurope_8/1/22	accession
OP440554	hMPX/Human/USA/CA-LACPHL-MA00058/2022_NorthAmerica_7/26/22	accession
OP355573	MPXV/Germany/2022/ON/RKI315_WesternEurope_8/1/22	accession
OP536735	MPXV-USA-IL-IDPH-074_NorthAmerica_7/1/22	accession
OP205073	MPXV_UK_2022_9000067_WesternEurope_6/8/22	accession
OP959060	BOL-UNIMOL-MPX-293428-L_SouthAmerica_10/29/22	accession
OP959058	BOL-UNIMOL-MPX-293419-L_SouthAmerica_10/27/22	accession
OQ159027	MPXV/Germany/2022/RKI632_WesternEurope_11/30/22	accession
OP959061	BOL-UNIMOL-MPX-293613-L_SouthAmerica_10/11/22	accession
OP890537	MPXV/Human/USA/CA-LACPHL-MA00303/2022_NorthAmerica_9/29/22	accession
OP555625	Monkeypox/PT0554/2022_SouthernEurope_8/30/22	accession
OP378694	MPXV_USA_2022_GA0006_NorthAmerica_6/24/22	accession
OP650030	MPXV22/human/USA-OK-270_NorthAmerica_9/6/22	accession
OP935996	B1221119_NorthAmerica_11/8/22	accession
OP935997	B1221120_NorthAmerica_11/9/22	accession
OP650032	MPXV22/human/USA-OK-277_NorthAmerica_9/7/22	accession
OP890546	MPXV/Human/USA/CA-LACPHL-MA00288/2022_NorthAmerica_10/4/22	accession
OP890548	MPXV/Human/USA/CA-LACPHL-MA00290/2022_NorthAmerica_10/2/22	accession
