strain_region_coarse_date	accession	date	region_coarse	strain
MPXV/Germany/2022/RKI534_WesternEurope_9/1/22	OP689687	9/1/22	Western Europe	MPXV/Germany/2022/RKI534
MPXV/Germany/2022/ON/RKI639_WesternEurope_8/31/22	OQ159034	8/31/22	Western Europe	MPXV/Germany/2022/ON/RKI639
MPXV/Germany/2022/ON/RKI464_WesternEurope_9/1/22	OP615334	9/1/22	Western Europe	MPXV/Germany/2022/ON/RKI464
MPXV/Human/USA/UT-UPHL-82200237/2022_NorthAmerica_8/5/22	OP743367	8/5/22	North America	MPXV/Human/USA/UT-UPHL-82200237/2022
MPX/Human/USA/CA-LACPHL-MA00254/2022_NorthAmerica_10/11/22	OP722513	10/11/22	North America	MPX/Human/USA/CA-LACPHL-MA00254/2022
MPXV/Germany/2022/RKI633_WesternEurope_11/1/22	OQ159028	11/1/22	Western Europe	MPXV/Germany/2022/RKI633
MPXV/Germany/2022/ON/RKI659_WesternEurope_8/22/22	OQ159054	8/22/22	Western Europe	MPXV/Germany/2022/ON/RKI659
MPXV/Germany/2022/ON/RKI421_WesternEurope_9/1/22	OP588284	9/1/22	Western Europe	MPXV/Germany/2022/ON/RKI421
MPX/Human/USA/CA-LACPHL-MA00235/2022_NorthAmerica_7/13/22	OP722494	7/13/22	North America	MPX/Human/USA/CA-LACPHL-MA00235/2022
MPXV_USA_2022_VA0003_NorthAmerica_6/1/22	OP303797	6/1/22	North America	MPXV_USA_2022_VA0003
MPXV_USA_2022_VA0007_NorthAmerica_6/1/22	OP378710	6/1/22	North America	MPXV_USA_2022_VA0007
MPXV/Human/USA/UT-UPHL-82200060/2024_NorthAmerica_7/8/22	OP743360	7/8/22	North America	MPXV/Human/USA/UT-UPHL-82200060/2024
MPXV_USA_2022_VA0008_NorthAmerica_6/1/22	OP378711	6/1/22	North America	MPXV_USA_2022_VA0008
MPXV_USA_2022_PA0010_NorthAmerica_9/1/22	OQ054231	9/1/22	North America	MPXV_USA_2022_PA0010
MPXV/Human/USA/CA-LACPHL-MA00286/2022_NorthAmerica_10/4/22	OP890544	10/4/22	North America	MPXV/Human/USA/CA-LACPHL-MA00286/2022
MPXV/Human/USA/MA-USAFSAM-M0002/2022_NorthAmerica_9/13/22	OP598104	9/13/22	North America	MPXV/Human/USA/MA-USAFSAM-M0002/2022
VAC_INS_MPX_1054_L_SouthAmerica_10/25/22	OP837473	10/25/22	South America	VAC_INS_MPX_1054_L
VAC_INS_MPX_0952_C_SouthAmerica_10/15/22	OP819948	10/15/22	South America	VAC_INS_MPX_0952_C
MPXV/Germany/2022/RKI480_WesternEurope_7/1/22	OP626118	7/1/22	Western Europe	MPXV/Germany/2022/RKI480
MPXV/Germany/2022/RKI572_WesternEurope_6/22/22	OP837334	6/22/22	Western Europe	MPXV/Germany/2022/RKI572
MPXV/Germany/2022/RKI265_WesternEurope_8/31/22	OP215284	8/31/22	Western Europe	MPXV/Germany/2022/RKI265
MPXV/Germany/2022/ON/RKI506_WesternEurope_9/1/22	OP689659	9/1/22	Western Europe	MPXV/Germany/2022/ON/RKI506
MPXV/Germany/2022/RKI189_WesternEurope_8/1/22	OP215231	8/1/22	Western Europe	MPXV/Germany/2022/RKI189
MPXV/ITM_pt_05/Belgium/30-May-2022_WesternEurope_5/30/22	OP144215	5/30/22	Western Europe	MPXV/ITM_pt_05/Belgium/30-May-2022
MPXV/ITM_pt_24/Belgium/16-Jun-2022_WesternEurope_6/16/22	OP144213	6/16/22	Western Europe	MPXV/ITM_pt_24/Belgium/16-Jun-2022
MPXV/ITM_pt_07/Belgium/30-May-2022_WesternEurope_5/30/22	OP144216	5/30/22	Western Europe	MPXV/ITM_pt_07/Belgium/30-May-2022
MPXV/ITM_pt_10/Belgium/1-Jun-2022_WesternEurope_6/1/22	OP144211	6/1/22	Western Europe	MPXV/ITM_pt_10/Belgium/1-Jun-2022
MPXV/ITM_pt_09/Belgium/2-Jun-2022_WesternEurope_6/2/22	OP144217	6/2/22	Western Europe	MPXV/ITM_pt_09/Belgium/2-Jun-2022
MpxV/human/USA/WA-UW-090134/2022_NorthAmerica_9/1/22	OP743984	9/1/22	North America	MpxV/human/USA/WA-UW-090134/2022
MpxV/human/USA/WA-UW-087291/2022_NorthAmerica_8/1/22	OP628472	8/1/22	North America	MpxV/human/USA/WA-UW-087291/2022
MpxV/human/USA/WA-UW-095653/2022_NorthAmerica_9/1/22	OP747056	9/1/22	North America	MpxV/human/USA/WA-UW-095653/2022
MpxV/human/USA/WA-UW-106624/2022_NorthAmerica_10/1/22	OP747062	10/1/22	North America	MpxV/human/USA/WA-UW-106624/2022
MpxV/human/USA/WA-UW-096136/2022_NorthAmerica_9/2/22	OP743976	9/2/22	North America	MpxV/human/USA/WA-UW-096136/2022
MPXV/Germany/2022/RKI287_WesternEurope_8/31/22	OP270476	8/31/22	Western Europe	MPXV/Germany/2022/RKI287
MPXV-USA-IL-IDPH-059_NorthAmerica_7/6/22	OP536720	7/6/22	North America	MPXV-USA-IL-IDPH-059
MPXV-USA-IL-IDPH-056_NorthAmerica_7/9/22	OP536717	7/9/22	North America	MPXV-USA-IL-IDPH-056
MN-MDH-MPXV_0007_NorthAmerica_7/5/22	OP597781	7/5/22	North America	MN-MDH-MPXV_0007
hMpxV/Human/USA/IL-RIPHL-MPXV_10006/2022_NorthAmerica_8/8/22	OP820455	8/8/22	North America	hMpxV/Human/USA/IL-RIPHL-MPXV_10006/2022
hMpxV/UK/LMO-046a/2022_WesternEurope_7/26/22	OP390205	7/26/22	Western Europe	hMpxV/UK/LMO-046a/2022
MPXV/Human/USA/CA-LACPHL-MA00294/2022_NorthAmerica_10/6/22	OP890552	10/6/22	North America	MPXV/Human/USA/CA-LACPHL-MA00294/2022
VAC_INS_MPX_0958_L_SouthAmerica_10/13/22	OP819952	10/13/22	South America	VAC_INS_MPX_0958_L
LBMB-UTP_MP-025_VAC_SouthAmerica_11/15/22	OQ148474	11/15/22	South America	LBMB-UTP_MP-025_VAC
VAC_INS_MPX_1052_E_SouthAmerica_10/25/22	OP837471	10/25/22	South America	VAC_INS_MPX_1052_E
VAC_INS_MPX_0965_HL_SouthAmerica_10/12/22	OP819957	10/12/22	South America	VAC_INS_MPX_0965_HL
VAC_INS_MPX_0965_EL_SouthAmerica_10/12/22	OP819956	10/12/22	South America	VAC_INS_MPX_0965_EL
MPXV/Germany/2022/ON/RKI447_WesternEurope_9/1/22	OP615323	9/1/22	Western Europe	MPXV/Germany/2022/ON/RKI447
MpxV/human/USA/WA-UW-092113/2022_NorthAmerica_9/30/22	OP681777	9/30/22	North America	MpxV/human/USA/WA-UW-092113/2022
MpxV/human/USA/WA-UW-093570/2022_NorthAmerica_9/1/22	OP628490	9/1/22	North America	MpxV/human/USA/WA-UW-093570/2022
hMPX/Human/USA/CA-LACPHL-MA00077/2022_NorthAmerica_9/6/22	OP442566	9/6/22	North America	hMPX/Human/USA/CA-LACPHL-MA00077/2022
MPXV/Human/USA/CA-LACPHL-MA00343/2022_NorthAmerica_11/10/22	OP920681	11/10/22	North America	MPXV/Human/USA/CA-LACPHL-MA00343/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00268/2022_NorthAmerica_9/30/22	OP748954	9/30/22	North America	Monkeypox virus/Human/USA/CA-LACPHL-MA00268/2022
MPXV/Germany/2022/RKI090_WesternEurope_6/1/22	ON853670	6/1/22	Western Europe	MPXV/Germany/2022/RKI090
MPXV/Germany/2022/RKI582_WesternEurope_6/1/22	OP837344	6/1/22	Western Europe	MPXV/Germany/2022/RKI582
MPXV/Germany/2022/RKI560_WesternEurope_6/1/22	OP764618	6/1/22	Western Europe	MPXV/Germany/2022/RKI560
MPXV/Germany/2022/RKI481_WesternEurope_7/31/22	OP626119	7/31/22	Western Europe	MPXV/Germany/2022/RKI481
MPXV/Germany/2022/RKI436_WesternEurope_9/1/22	OP594200	9/1/22	Western Europe	MPXV/Germany/2022/RKI436
MPXV/Germany/2022/RKI298_WesternEurope_8/22/22	OP339855	8/22/22	Western Europe	MPXV/Germany/2022/RKI298
MPXV/Germany/2022/RKI469_WesternEurope_7/31/22	OP626107	7/31/22	Western Europe	MPXV/Germany/2022/RKI469
MPXV/Germany/2022/RKI195_WesternEurope_8/1/22	OP215237	8/1/22	Western Europe	MPXV/Germany/2022/RKI195
MPXV/Germany/2022/RKI191_WesternEurope_8/1/22	OP215233	8/1/22	Western Europe	MPXV/Germany/2022/RKI191
MPXV/Germany/2022/RKI408_WesternEurope_9/30/22	OP524010	9/30/22	Western Europe	MPXV/Germany/2022/RKI408
MPXV/Germany/2022/ON/RKI510_WesternEurope_10/1/22	OP689663	10/1/22	Western Europe	MPXV/Germany/2022/ON/RKI510
MPXV/Germany/2022/ON/RKI462_WesternEurope_9/30/22	OP615339	9/30/22	Western Europe	MPXV/Germany/2022/ON/RKI462
MpxV/human/CAN/UN-NML-3363/2022_NorthAmerica_6/2/22	ON880544	6/2/22	North America	MpxV/human/CAN/UN-NML-3363/2022
MpxV/human/CAN/UN-NML-3366/2022_NorthAmerica_6/2/22	ON880545	6/2/22	North America	MpxV/human/CAN/UN-NML-3366/2022
MpxV/human/CAN/UN-NML-3441/2022_NorthAmerica_6/3/22	ON880547	6/3/22	North America	MpxV/human/CAN/UN-NML-3441/2022
MpxV/human/CAN/UN-NML-2831/2022_NorthAmerica_5/14/22	OP013001	5/14/22	North America	MpxV/human/CAN/UN-NML-2831/2022
MpxV/human/CAN/UN-NML-2851/2022_NorthAmerica_5/19/22	ON803423	5/19/22	North America	MpxV/human/CAN/UN-NML-2851/2022
MpxV/human/CAN/UN-NML-3164/2022_NorthAmerica_5/29/22	OP013002	5/29/22	North America	MpxV/human/CAN/UN-NML-3164/2022
MpxV/human/CAN/UN-NML-2898/2022_NorthAmerica_5/20/22	ON880523	5/20/22	North America	MpxV/human/CAN/UN-NML-2898/2022
MpxV/human/CAN/UN-NML-3448/2022_NorthAmerica_6/3/22	ON880548	6/3/22	North America	MpxV/human/CAN/UN-NML-3448/2022
MPXV_USA_2022_NY0028_NorthAmerica_6/30/22	OP378701	6/30/22	North America	MPXV_USA_2022_NY0028
MpxV/human/CAN/UN-NML-3972/2022_NorthAmerica_7/4/22	OP270022	7/4/22	North America	MpxV/human/CAN/UN-NML-3972/2022
NJ-MPXV-044_NorthAmerica_7/21/22	OP879758	7/21/22	North America	NJ-MPXV-044
MPXV_USA_2022_NE0001_NorthAmerica_6/19/22	OP303791	6/19/22	North America	MPXV_USA_2022_NE0001
MPXV_USA_2022_NE0002_NorthAmerica_7/1/22	OP303792	7/1/22	North America	MPXV_USA_2022_NE0002
BOL-UNIMOL-MPX-293015-L_SouthAmerica_8/24/22	OP390179	8/24/22	South America	BOL-UNIMOL-MPX-293015-L
hMPXV-IHU00008_WesternEurope_7/5/22	OP382485	7/5/22	Western Europe	hMPXV-IHU00008
MPXV_UK_2022_9000146_WesternEurope_6/13/22	OP205109	6/13/22	Western Europe	MPXV_UK_2022_9000146
9000220_NCPV_1703_WesternEurope_5/14/22	OP394229	5/14/22	Western Europe	9000220_NCPV_1703
MPX_znBYiF_9000350_WesternEurope_8/3/22	OP415277	8/3/22	Western Europe	MPX_znBYiF_9000350
MPX_UbfBKN_9000239_WesternEurope_7/22/22	OP415213	7/22/22	Western Europe	MPX_UbfBKN_9000239
MPX_eunRrC_9000312_WesternEurope_8/1/22	OP415257	8/1/22	Western Europe	MPX_eunRrC_9000312
MPX_rYdyAi_9000329_WesternEurope_8/1/22	OP415267	8/1/22	Western Europe	MPX_rYdyAi_9000329
MPX_UbfBKN_9000238_WesternEurope_7/22/22	OP415212	7/22/22	Western Europe	MPX_UbfBKN_9000238
MPXV-683B_WesternEurope_9/12/22	OQ172216	9/12/22	Western Europe	MPXV-683B
Monkeypox/PT0435/2022_SouthernEurope_8/2/22	OP555520	8/2/22	Southern Europe	Monkeypox/PT0435/2022
Monkeypox/PT0424/2022_SouthernEurope_8/1/22	OP555512	8/1/22	Southern Europe	Monkeypox/PT0424/2022
hMpxV/UK/LMO-012a/2022_WesternEurope_6/21/22	OP390190	6/21/22	Western Europe	hMpxV/UK/LMO-012a/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00266/2022_NorthAmerica_9/14/22	OP748952	9/14/22	North America	Monkeypox virus/Human/USA/CA-LACPHL-MA00266/2022
hMpxV/USA/CA-CDPH-1000068/2022_NorthAmerica_7/14/22	OQ121022	7/14/22	North America	hMpxV/USA/CA-CDPH-1000068/2022
MPXV/Human/USA/CA-LACPHL-MA00346/2022_NorthAmerica_10/5/22	OP920684	10/5/22	North America	MPXV/Human/USA/CA-LACPHL-MA00346/2022
Monkeypox/PT0534/2022_SouthernEurope_8/23/22	OP555605	8/23/22	Southern Europe	Monkeypox/PT0534/2022
Monkeypox/PT0595/2022_SouthernEurope_9/16/22	OP555662	9/16/22	Southern Europe	Monkeypox/PT0595/2022
Monkeypox/PT0574/2022_SouthernEurope_9/6/22	OP555645	9/6/22	Southern Europe	Monkeypox/PT0574/2022
Monkeypox/PT0170/2022_SouthernEurope_7/3/22	OP324485	7/3/22	Southern Europe	Monkeypox/PT0170/2022
Monkeypox/PT0267/2022_SouthernEurope_6/15/22	OP414307	6/15/22	Southern Europe	Monkeypox/PT0267/2022
Monkeypox/PT0492/2022_SouthernEurope_8/11/22	OP555567	8/11/22	Southern Europe	Monkeypox/PT0492/2022
Monkeypox/PT0588/2022_SouthernEurope_8/16/22	OP555656	8/16/22	Southern Europe	Monkeypox/PT0588/2022
Monkeypox/PT0443/2022_SouthernEurope_8/2/22	OP555525	8/2/22	Southern Europe	Monkeypox/PT0443/2022
Monkeypox/PT0580/2022_SouthernEurope_9/9/22	OP555651	9/9/22	Southern Europe	Monkeypox/PT0580/2022
Monkeypox/PT0450/2022_SouthernEurope_8/4/22	OP555531	8/4/22	Southern Europe	Monkeypox/PT0450/2022
Monkeypox/PT0567/2022_SouthernEurope_9/3/22	OP555638	9/3/22	Southern Europe	Monkeypox/PT0567/2022
Monkeypox/PT0578/2022_SouthernEurope_9/12/22	OP555649	9/12/22	Southern Europe	Monkeypox/PT0578/2022
Monkeypox/PT0568/2022_SouthernEurope_9/2/22	OP555639	9/2/22	Southern Europe	Monkeypox/PT0568/2022
hMPX/USA/CA-LACPHL-MA00165/2022_NorthAmerica_8/1/22	OP580598	8/1/22	North America	hMPX/USA/CA-LACPHL-MA00165/2022
Monkeypox/PT0129/2022_SouthernEurope_7/12/22	OP324453	7/12/22	Southern Europe	Monkeypox/PT0129/2022
MPXV/Germany/2022/RKI018_WesternEurope_5/25/22	ON694335	5/25/22	Western Europe	MPXV/Germany/2022/RKI018
DC_INS_MPX_0722_L_SouthAmerica_8/23/22	OP693654	8/23/22	South America	DC_INS_MPX_0722_L
BOL-UNIMOL-MPX-292803-L_SouthAmerica_8/2/22	OP390175	8/2/22	South America	BOL-UNIMOL-MPX-292803-L
ANT-LDSP-ANT-MPX-26250_SouthAmerica_9/26/22	OP881932	9/26/22	South America	ANT-LDSP-ANT-MPX-26250
MET_INS_MPX_0956_C_SouthAmerica_10/12/22	OP819950	10/12/22	South America	MET_INS_MPX_0956_C
BOL-UNIMOL-MPX-293064-O_SouthAmerica_8/30/22	OP623589	8/30/22	South America	BOL-UNIMOL-MPX-293064-O
CES-UNIMOL-MPX-202203848-L_SouthAmerica_9/14/22	OP959066	9/14/22	South America	CES-UNIMOL-MPX-202203848-L
BOL-UNIMOL-MPX-293136-L_SouthAmerica_9/6/22	OP623591	9/6/22	South America	BOL-UNIMOL-MPX-293136-L
BOL-UNIMOL-MPX-293130-L_SouthAmerica_9/3/22	OP623590	9/3/22	South America	BOL-UNIMOL-MPX-293130-L
MPXV/Germany/2022/ON/RKI375_WesternEurope_9/30/22	OP494264	9/30/22	Western Europe	MPXV/Germany/2022/ON/RKI375
MPXV/Germany/2022/RKI558_WesternEurope_6/30/22	OP764616	6/30/22	Western Europe	MPXV/Germany/2022/RKI558
MPXV_USA_2022_NY004_NorthAmerica_5/31/22	ON959135	5/31/22	North America	MPXV_USA_2022_NY004
MPXV_USA_2022_NY002_NorthAmerica_5/15/22	ON959133	5/15/22	North America	MPXV_USA_2022_NY002
MPXV/Germany/2022/RKI011_WesternEurope_5/15/22	ON694342	5/15/22	Western Europe	MPXV/Germany/2022/RKI011
MPXV/Germany/2022/RKI179_WesternEurope_7/31/22	OP018604	7/31/22	Western Europe	MPXV/Germany/2022/RKI179
MPXV/Germany/2022/RKI019_WesternEurope_5/31/22	ON694330	5/31/22	Western Europe	MPXV/Germany/2022/RKI019
Monkeypox/PT0573/2022_SouthernEurope_9/6/22	OP555644	9/6/22	Southern Europe	Monkeypox/PT0573/2022
MPXV/Germany/2022/ON/RKI320_WesternEurope_9/1/22	OP494266	9/1/22	Western Europe	MPXV/Germany/2022/ON/RKI320
Slovenia-MPXV-10-2022_CentralEurope_7/6/22	OP605553	7/6/22	Central Europe	Slovenia-MPXV-10-2022
hMPXV-IHU00016_WesternEurope_7/22/22	OP382493	7/22/22	Western Europe	hMPXV-IHU00016
hMPXV-IHU00015_WesternEurope_7/22/22	OP382492	7/22/22	Western Europe	hMPXV-IHU00015
MPXV_USA_2022_NJ0005_NorthAmerica_8/31/22	OP687938	8/31/22	North America	MPXV_USA_2022_NJ0005
Monkeypox/PT0331/2022_SouthernEurope_5/28/22	OP414362	5/28/22	Southern Europe	Monkeypox/PT0331/2022
Monkeypox/PT0039/2022_SouthernEurope_6/2/22	ON843179	6/2/22	Southern Europe	Monkeypox/PT0039/2022
MpxV/human/CAN/UN-NML-3336/2022_NorthAmerica_6/1/22	ON880538	6/1/22	North America	MpxV/human/CAN/UN-NML-3336/2022
Monkeypox/PT0008/2022_SouthernEurope_5/15/22	ON585038	5/15/22	Southern Europe	Monkeypox/PT0008/2022
Monkeypox/PT0236/2022_SouthernEurope_6/22/22	OP324544	6/22/22	Southern Europe	Monkeypox/PT0236/2022
Monkeypox/PT0321/2022_SouthernEurope_6/4/22	OP414353	6/4/22	Southern Europe	Monkeypox/PT0321/2022
Monkeypox/PT0183/2022_SouthernEurope_6/28/22	OP324498	6/28/22	Southern Europe	Monkeypox/PT0183/2022
Monkeypox/PT0413/2022_SouthernEurope_7/26/22	OP555506	7/26/22	Southern Europe	Monkeypox/PT0413/2022
Monkeypox/PT0500/2022_SouthernEurope_8/12/22	OP555574	8/12/22	Southern Europe	Monkeypox/PT0500/2022
Monkeypox/PT0561/2022_SouthernEurope_8/31/22	OP555632	8/31/22	Southern Europe	Monkeypox/PT0561/2022
Monkeypox/PT0536/2022_SouthernEurope_8/22/22	OP555607	8/22/22	Southern Europe	Monkeypox/PT0536/2022
MPXV_USA_2022_CO0003_NorthAmerica_6/30/22	OP185714	6/30/22	North America	MPXV_USA_2022_CO0003
ATL-UNIMOL-MPX-292896-L_SouthAmerica_8/13/22	OP390177	8/13/22	South America	ATL-UNIMOL-MPX-292896-L
MpxV/human/CAN/UN-NML-2836/2022_NorthAmerica_5/17/22	ON803417	5/17/22	North America	MpxV/human/CAN/UN-NML-2836/2022
MpxV/human/CAN/UN-NML-3253/2022_NorthAmerica_5/30/22	ON880532	5/30/22	North America	MpxV/human/CAN/UN-NML-3253/2022
MpxV/human/CAN/UN-NML-2833/2022_NorthAmerica_5/13/22	ON880519	5/13/22	North America	MpxV/human/CAN/UN-NML-2833/2022
MpxV/human/CAN/UN-NML-4125/2022_NorthAmerica_6/29/22	OP279041	6/29/22	North America	MpxV/human/CAN/UN-NML-4125/2022
MpxV/human/CAN/UN-NML-4119/2022_NorthAmerica_7/4/22	OP279049	7/4/22	North America	MpxV/human/CAN/UN-NML-4119/2022
MpxV/human/CAN/UN-NML-4142/2022_NorthAmerica_7/2/22	OP279044	7/2/22	North America	MpxV/human/CAN/UN-NML-4142/2022
MpxV/human/CAN/UN-NML-4114/2022_NorthAmerica_6/27/22	OP279038	6/27/22	North America	MpxV/human/CAN/UN-NML-4114/2022
MpxV/human/CAN/UN-NML-4152/2022_NorthAmerica_7/4/22	OP279047	7/4/22	North America	MpxV/human/CAN/UN-NML-4152/2022
MpxV/human/CAN/UN-NML-3214/2022_NorthAmerica_5/30/22	ON880511	5/30/22	North America	MpxV/human/CAN/UN-NML-3214/2022
MpxV/human/CAN/UN-NML-4138/2022_NorthAmerica_6/28/22	OP279042	6/28/22	North America	MpxV/human/CAN/UN-NML-4138/2022
MpxV/human/CAN/UN-NML-4122/2022_NorthAmerica_7/3/22	OP279040	7/3/22	North America	MpxV/human/CAN/UN-NML-4122/2022
hMPXV/Austria/MUW1531254/2022_WesternEurope_7/4/22	OP019277	7/4/22	Western Europe	hMPXV/Austria/MUW1531254/2022
MpxV/human/CAN/UN-NML-4150/2022_NorthAmerica_7/5/22	OP279046	7/5/22	North America	MpxV/human/CAN/UN-NML-4150/2022
MpxV/human/CAN/UN-NML-3817/2022_NorthAmerica_6/16/22	OP062229	6/16/22	North America	MpxV/human/CAN/UN-NML-3817/2022
MpxV/human/CAN/UN-NML-4024/2022_NorthAmerica_7/5/22	OP270027	7/5/22	North America	MpxV/human/CAN/UN-NML-4024/2022
MpxV/human/CAN/UN-NML-3607/2022_NorthAmerica_6/9/22	OP013010	6/9/22	North America	MpxV/human/CAN/UN-NML-3607/2022
MpxV/human/CAN/UN-NML-3976/2022_NorthAmerica_7/4/22	OP270024	7/4/22	North America	MpxV/human/CAN/UN-NML-3976/2022
MpxV/human/CAN/UN-NML-4014/2022_NorthAmerica_7/5/22	OP270025	7/5/22	North America	MpxV/human/CAN/UN-NML-4014/2022
MpxV/human/CAN/UN-NML-3907/2022_NorthAmerica_6/27/22	OP062231	6/27/22	North America	MpxV/human/CAN/UN-NML-3907/2022
MpxV/human/CAN/UN-NML-3542/2022_NorthAmerica_6/7/22	OP013006	6/7/22	North America	MpxV/human/CAN/UN-NML-3542/2022
MpxV/human/CAN/UN-NML-3450/2022_NorthAmerica_6/3/22	ON880549	6/3/22	North America	MpxV/human/CAN/UN-NML-3450/2022
MpxV/human/CAN/UN-NML-3975/2022_NorthAmerica_7/4/22	OP270023	7/4/22	North America	MpxV/human/CAN/UN-NML-3975/2022
MpxV/human/CAN/UN-NML-3934/2022_NorthAmerica_6/30/22	OP062235	6/30/22	North America	MpxV/human/CAN/UN-NML-3934/2022
MpxV/human/CAN/UN-NML-3971/2022_NorthAmerica_7/4/22	OP270021	7/4/22	North America	MpxV/human/CAN/UN-NML-3971/2022
MpxV/human/CAN/UN-NML-4050/2022_NorthAmerica_7/11/22	OP226139	7/11/22	North America	MpxV/human/CAN/UN-NML-4050/2022
MPXV/ES0001/HUGTiP/2022_SouthernEurope_5/20/22	ON622718	5/20/22	Southern Europe	MPXV/ES0001/HUGTiP/2022
MpxV/Spain/MD-HGUGM-6532064/2022_SouthernEurope_5/27/22	ON720849	5/27/22	Southern Europe	MpxV/Spain/MD-HGUGM-6532064/2022
MpxV/human/USA/OH-UW-078962/2022_NorthAmerica_7/31/22	OP442939	7/31/22	North America	MpxV/human/USA/OH-UW-078962/2022
MpxV/human/USA/WA-UW-098497/2022_NorthAmerica_9/30/22	OP681775	9/30/22	North America	MpxV/human/USA/WA-UW-098497/2022
ANT-LDSP-ANT-MPX-23265-C_SouthAmerica_8/23/22	OP477452	8/23/22	South America	ANT-LDSP-ANT-MPX-23265-C
ANT-LDSP-ANT-MPX-23631-L_SouthAmerica_8/30/22	OP459214	8/30/22	South America	ANT-LDSP-ANT-MPX-23631-L
hMpxV/UK/LMO-026a/2022_WesternEurope_7/1/22	OP390194	7/1/22	Western Europe	hMpxV/UK/LMO-026a/2022
MPXV/Germany/2022/RKI190_WesternEurope_8/31/22	OP215232	8/31/22	Western Europe	MPXV/Germany/2022/RKI190
MPXV/Germany/2022/ON/RKI644_WesternEurope_8/1/22	OQ159039	8/1/22	Western Europe	MPXV/Germany/2022/ON/RKI644
MPXV/Germany/2022/ON/RKI640_WesternEurope_8/1/22	OQ159035	8/1/22	Western Europe	MPXV/Germany/2022/ON/RKI640
MPXV/Germany/2022/RKI491_WesternEurope_7/7/22	OP626129	7/7/22	Western Europe	MPXV/Germany/2022/RKI491
Monkeypox/PT0538/2022_SouthernEurope_8/23/22	OP555609	8/23/22	Southern Europe	Monkeypox/PT0538/2022
MPXV/Germany/2022/RKI358_WesternEurope_9/1/22	OP484679	9/1/22	Western Europe	MPXV/Germany/2022/RKI358
MPXV/Germany/2022/RKI178_WesternEurope_7/31/22	OP018603	7/31/22	Western Europe	MPXV/Germany/2022/RKI178
MPXV/Germany/2022/RKI585_WesternEurope_6/19/22	OP837347	6/19/22	Western Europe	MPXV/Germany/2022/RKI585
MPXV/Germany/2022/RKI134_WesternEurope_7/1/22	ON929089	7/1/22	Western Europe	MPXV/Germany/2022/RKI134
MPXV/Germany/2022/ON/RKI445_WesternEurope_9/1/22	OP615321	9/1/22	Western Europe	MPXV/Germany/2022/ON/RKI445
MPXV_IRBA22-11_WesternEurope_5/19/22	ON755039	5/19/22	Western Europe	MPXV_IRBA22-11
hMpxV/USA/CA-CDPH-1000066/2022_NorthAmerica_7/15/22	OQ121020	7/15/22	North America	hMpxV/USA/CA-CDPH-1000066/2022
ID6821_SouthernEurope_6/21/22	OP838893	6/21/22	Southern Europe	ID6821
hMPXV-IHU00004_WesternEurope_7/4/22	OP382481	7/4/22	Western Europe	hMPXV-IHU00004
MpxV/human/CAN/UN-NML-4017/2022_NorthAmerica_7/5/22	OP270026	7/5/22	North America	MpxV/human/CAN/UN-NML-4017/2022
MPXV-1047_WesternEurope_6/7/22	OQ172215	6/7/22	Western Europe	MPXV-1047
hMPXV-IHU00009_WesternEurope_7/7/22	OP382486	7/7/22	Western Europe	hMPXV-IHU00009
Monkeypox/PT0551/2022_SouthernEurope_8/26/22	OP555622	8/26/22	Southern Europe	Monkeypox/PT0551/2022
MPXV/Germany/2022/ON/RKI661_WesternEurope_9/30/22	OQ159056	9/30/22	Western Europe	MPXV/Germany/2022/ON/RKI661
Monkeypox/PT0572/2022_SouthernEurope_9/5/22	OP555643	9/5/22	Southern Europe	Monkeypox/PT0572/2022
Monkeypox/PT0594/2022_SouthernEurope_9/15/22	OP555661	9/15/22	Southern Europe	Monkeypox/PT0594/2022
Monkeypox/PT0452/2022_SouthernEurope_8/4/22	OP555533	8/4/22	Southern Europe	Monkeypox/PT0452/2022
MPXV_USA_2022_GA001_NorthAmerica_5/1/22	OP150925	5/1/22	North America	MPXV_USA_2022_GA001
INMI-Pt4_SouthernEurope_5/21/22	ON780017	5/21/22	Southern Europe	INMI-Pt4
hMpxV/Switzerland/ZH-UZH-IMV-3ba64538/2022_WesternEurope_6/2/22	ON792322	6/2/22	Western Europe	hMpxV/Switzerland/ZH-UZH-IMV-3ba64538/2022
SIC-AOUP-UNIPA_VL_9aug_SouthernEurope_8/9/22	OP358276	8/9/22	Southern Europe	SIC-AOUP-UNIPA_VL_9aug
Monkeypox/PT0579/2022_SouthernEurope_9/10/22	OP555650	9/10/22	Southern Europe	Monkeypox/PT0579/2022
Monkeypox/PT0244/2022_SouthernEurope_6/21/22	OP414288	6/21/22	Southern Europe	Monkeypox/PT0244/2022
hMPXV-CH-38347314/2022_WesternEurope_6/8/22	OP783902	6/8/22	Western Europe	hMPXV-CH-38347314/2022
MPXV/Germany/2022/RKI137_WesternEurope_7/1/22	ON959154	7/1/22	Western Europe	MPXV/Germany/2022/RKI137
MPXV_USA_2022_NY0015_NorthAmerica_6/30/22	OP303796	6/30/22	North America	MPXV_USA_2022_NY0015
MPXV/Germany/2022/RKI02_WesternEurope_5/25/22	ON637939	5/25/22	Western Europe	MPXV/Germany/2022/RKI02
MPXV_UK_2022_9000106_WesternEurope_6/14/22	OP205094	6/14/22	Western Europe	MPXV_UK_2022_9000106
