strain_region_coarse_date	accession	date	region_coarse	country	strain
MPX/Human/USA/CA-LACPHL-MA00246/2022_NorthAmerica_2022-07-15	OP722505	2022-07-15	North America	USA	MPX/Human/USA/CA-LACPHL-MA00246/2022
MPXV/Germany/2022/RKI047_WesternEurope_2022-06-01	ON755253	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI047
Monkeypox/PT0242/2022_SouthernEurope_2022-06-21	OP414286	2022-06-21	Southern Europe	Portugal	Monkeypox/PT0242/2022
MpxV/human/USA/WA-UW-089836/2022_NorthAmerica_2022-08-01	OP310062	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-089836/2022
MPXV/Germany/2022/RKI577_WesternEurope_2022-06-01	OP837339	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI577
Monkeypox/PT0327/2022_SouthernEurope_2022-06-02	OP414359	2022-06-02	Southern Europe	Portugal	Monkeypox/PT0327/2022
MPX/PT0069/2022_SouthernEurope_2022-07-27	OP245323	2022-07-27	Southern Europe	Portugal	MPX/PT0069/2022
MPXV_USA_2022_PA0012_NorthAmerica_2022-09-01	OQ054233	2022-09-01	North America	USA	MPXV_USA_2022_PA0012
MPXV_UK_2022_9000173_WesternEurope_2022-05-26	OP205124	2022-05-26	Western Europe	United Kingdom	MPXV_UK_2022_9000173
MPXV/Germany/2022/RKI559_WesternEurope_2022-06-01	OP764617	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI559
MpxV/human/USA/WA-UW-088081/2022_NorthAmerica_2022-08-01	OP257253	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-088081/2022
MPXV_USA_2022_UT002_NorthAmerica_2022-05-01	ON676706	2022-05-01	North America	USA	MPXV_USA_2022_UT002
MPXV_USA_2022_GA0019_NorthAmerica_2022-09-01	OQ054218	2022-09-01	North America	USA	MPXV_USA_2022_GA0019
NJ-MPXV-049_NorthAmerica_2022-07-25	OP879763	2022-07-25	North America	USA	NJ-MPXV-049
MpxV/human/USA/WA-UW-086841/2022_NorthAmerica_2022-08-01	OP310043	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-086841/2022
MPXV/Germany/2022/RKI123_WesternEurope_2022-07-01	ON929078	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI123
MPX/Human/USA/CA-LACPHL-MA00188/2022_NorthAmerica_2022-07-18	OP615261	2022-07-18	North America	USA	MPX/Human/USA/CA-LACPHL-MA00188/2022
MpxV/human/CAN/UN-NML-3137/2022_NorthAmerica_2022-05-29	ON880509	2022-05-29	North America	Canada	MpxV/human/CAN/UN-NML-3137/2022
MPXV_UK_2022_9000177_WesternEurope_2022-06-26	OP205126	2022-06-26	Western Europe	United Kingdom	MPXV_UK_2022_9000177
MPXV_USA_2022_IL003_NorthAmerica_2022-06-01	ON959132	2022-06-01	North America	USA	MPXV_USA_2022_IL003
Monkeypox/PT0037/2022_SouthernEurope_2022-05-18	ON843164	2022-05-18	Southern Europe	Portugal	Monkeypox/PT0037/2022
MPX/Human/USA/CA-LACPHL-MA00256/2022_NorthAmerica_2022-07-13	OP722515	2022-07-13	North America	USA	MPX/Human/USA/CA-LACPHL-MA00256/2022
MPXV_USA_2022_PA0009_NorthAmerica_2022-09-01	OQ054230	2022-09-01	North America	USA	MPXV_USA_2022_PA0009
NJ-MPXV-012_NorthAmerica_2022-08-17	OP879732	2022-08-17	North America	USA	NJ-MPXV-012
MPXV/Human/USA/CA-CDPH-MPX000021/2022_NorthAmerica_2022-07-07	OP587250	2022-07-07	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000021/2022
MPXV/Germany/2022/RKI345_WesternEurope_2022-09-01	OP484666	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI345
Monkeypox/PT0350/2022_SouthernEurope_2022-05-24	OP414379	2022-05-24	Southern Europe	Portugal	Monkeypox/PT0350/2022
Monkeypox/PT0322/2022_SouthernEurope_2022-06-06	OP414354	2022-06-06	Southern Europe	Portugal	Monkeypox/PT0322/2022
MP03CHUAC_SouthernEurope_2022-06-01	OP120938	2022-06-01	Southern Europe	Spain	MP03CHUAC
MpxV/human/USA/WA-UW-087006/2022_NorthAmerica_2022-08-01	OP257260	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-087006/2022
MPX/human/USA/UT-UPHL-82200022/2022_NorthAmerica_2022-05-20	ON627808	2022-05-20	North America	USA	MPX/human/USA/UT-UPHL-82200022/2022
MPXV-USA-IL-IDPH-026_NorthAmerica_2022-06-12	OP536687	2022-06-12	North America	USA	MPXV-USA-IL-IDPH-026
MPXV_USA_2022_CA0043_NorthAmerica_2022-06-01	OP451016	2022-06-01	North America	USA	MPXV_USA_2022_CA0043
Monkeypox/PT0023/2022_SouthernEurope_2022-05-19	ON649708	2022-05-19	Southern Europe	Portugal	Monkeypox/PT0023/2022
MPXV_USA_2022_NY0020_NorthAmerica_2022-06-01	OP303793	2022-06-01	North America	USA	MPXV_USA_2022_NY0020
CVR_MPXV1d_WesternEurope_2022-05-15	ON808416	2022-05-15	Western Europe	United Kingdom	CVR_MPXV1d
MPXV_USA_2022_AZ0004_NorthAmerica_2022-07-01	OP687926	2022-07-01	North America	USA	MPXV_USA_2022_AZ0004
Monkeypox/PT0291/2022_SouthernEurope_2022-06-10	OP414326	2022-06-10	Southern Europe	Portugal	Monkeypox/PT0291/2022
Monkeypox/PT0213/2022_SouthernEurope_2022-06-24	OP324523	2022-06-24	Southern Europe	Portugal	Monkeypox/PT0213/2022
Monkeypox/PT0433/2022_SouthernEurope_2022-08-02	OP555518	2022-08-02	Southern Europe	Portugal	Monkeypox/PT0433/2022
MPXV_USA_2022_FL0029_NorthAmerica_2022-09-01	OQ054247	2022-09-01	North America	USA	MPXV_USA_2022_FL0029
MPX/Human/USA/CA-LACPHL-MA00242/2022_NorthAmerica_2022-07-15	OP722501	2022-07-15	North America	USA	MPX/Human/USA/CA-LACPHL-MA00242/2022
Monkeypox/PT0293/2022_SouthernEurope_2022-06-14	OP414328	2022-06-14	Southern Europe	Portugal	Monkeypox/PT0293/2022
Monkeypox/PT0239/2022_SouthernEurope_2022-06-21	OP414283	2022-06-21	Southern Europe	Portugal	Monkeypox/PT0239/2022
Monkeypox/PT0397/2022_SouthernEurope_2022-07-15	OP555493	2022-07-15	Southern Europe	Portugal	Monkeypox/PT0397/2022
MPX/Human/USA/CA-LACPHL-MA00151/2022_NorthAmerica_2022-08-17	OP539937	2022-08-17	North America	USA	MPX/Human/USA/CA-LACPHL-MA00151/2022
MPXV/Germany/2022/RKI225_WesternEurope_2022-08-01	OP215253	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI225
Monkeypox/PT0330/2022_SouthernEurope_2022-06-01	OP414361	2022-06-01	Southern Europe	Portugal	Monkeypox/PT0330/2022
Monkeypox/PT0310/2022_SouthernEurope_2022-06-06	OP414344	2022-06-06	Southern Europe	Portugal	Monkeypox/PT0310/2022
Monkeypox/PT0351/2022_SouthernEurope_2022-05-24	OP414380	2022-05-24	Southern Europe	Portugal	Monkeypox/PT0351/2022
MPXV/Germany/2022/RKI391_WesternEurope_2022-09-01	OP523993	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI391
MPXV/Human/USA/CA-LACPHL-MA00359/2022_NorthAmerica_2022-11-05	OP920697	2022-11-05	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00359/2022
Monkeypox/PT0344/2022_SouthernEurope_2022-05-25	OP414373	2022-05-25	Southern Europe	Portugal	Monkeypox/PT0344/2022
Monkeypox/PT0048/2022_SouthernEurope_2022-05-13	ON843163	2022-05-13	Southern Europe	Portugal	Monkeypox/PT0048/2022
MPXV/Germany/2022/RKI06_WesternEurope_2022-05-01	ON682270	2022-05-01	Western Europe	Germany	MPXV/Germany/2022/RKI06
RNA_6370ga_CentralEurope_2022-07-13	OX261748	2022-07-13	Central Europe	Slovakia	RNA_6370ga
MPXV/Germany/2022/RKI291_WesternEurope_2022-08-01	OP339848	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI291
Monkeypox/PT0297/2022_SouthernEurope_2022-06-08	OP414331	2022-06-08	Southern Europe	Portugal	Monkeypox/PT0297/2022
Monkeypox/PT0258/2022_SouthernEurope_2022-06-19	OP414299	2022-06-19	Southern Europe	Portugal	Monkeypox/PT0258/2022
MPXV-CH-38156923/2022_WesternEurope_2022-05-24	ON622720	2022-05-24	Western Europe	Switzerland	MPXV-CH-38156923/2022
MPXV-USA-IL-IDPH-030_NorthAmerica_2022-06-14	OP536691	2022-06-14	North America	USA	MPXV-USA-IL-IDPH-030
MpxV/human/USA/OH-UW-071048/2022_NorthAmerica_2022-07-01	OP442938	2022-07-01	North America	USA	MpxV/human/USA/OH-UW-071048/2022
Monkeypox/PT0019/2022_SouthernEurope_2022-05-21	ON649717	2022-05-21	Southern Europe	Portugal	Monkeypox/PT0019/2022
MPX/PT0070/2022_SouthernEurope_2022-07-26	OP245324	2022-07-26	Southern Europe	Portugal	MPX/PT0070/2022
MPX/Human/USA/CA-LACPHL-MA00190/2022_NorthAmerica_2022-07-17	OP615263	2022-07-17	North America	USA	MPX/Human/USA/CA-LACPHL-MA00190/2022
Monkeypox/PT0328/2022_SouthernEurope_2022-05-31	OP414360	2022-05-31	Southern Europe	Portugal	Monkeypox/PT0328/2022
Monkeypox/PT0449/2022_SouthernEurope_2022-08-03	OP555530	2022-08-03	Southern Europe	Portugal	Monkeypox/PT0449/2022
Monkeypox/PT0208/2022_SouthernEurope_2022-06-24	OP324518	2022-06-24	Southern Europe	Portugal	Monkeypox/PT0208/2022
hMPXV-IHU00013_WesternEurope_2022-07-20	OP382490	2022-07-20	Western Europe	France	hMPXV-IHU00013
Monkeypox/PT0302/2022_SouthernEurope_2022-06-07	OP414336	2022-06-07	Southern Europe	Portugal	Monkeypox/PT0302/2022
Monkeypox/PT0197/2022_SouthernEurope_2022-06-28	OP324510	2022-06-28	Southern Europe	Portugal	Monkeypox/PT0197/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00277/2022_NorthAmerica_2022-10-13	OP748963	2022-10-13	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00277/2022
Slovenia-MPXV-24-2022_CentralEurope_2022-07-01	OP605566	2022-07-01	Central Europe	Slovenia	Slovenia-MPXV-24-2022
MPX/PT0057/2022_SouthernEurope_2022-07-28	OP245313	2022-07-28	Southern Europe	Portugal	MPX/PT0057/2022
MPX/Human/USA/CA-LACPHL-MA00195/2022_NorthAmerica_2022-07-20	OP615268	2022-07-20	North America	USA	MPX/Human/USA/CA-LACPHL-MA00195/2022
MPX/Human/USA/CA-LACPHL-MA00121/2022_NorthAmerica_2022-09-12	OP539906	2022-09-12	North America	USA	MPX/Human/USA/CA-LACPHL-MA00121/2022
MPXV/Germany/2022/RKI128_WesternEurope_2022-07-01	ON929083	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI128
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00234/2022_NorthAmerica_2022-07-12	OP680512	2022-07-12	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00234/2022
MpxV/human/CAN/UN-NML-3864/2022_NorthAmerica_2022-06-22	OP062230	2022-06-22	North America	Canada	MpxV/human/CAN/UN-NML-3864/2022
Monkeypox/PT0224/2022_SouthernEurope_2022-06-23	OP324534	2022-06-23	Southern Europe	Portugal	Monkeypox/PT0224/2022
hMPX/Human/USA/CA-LACPHL-MA00023/2022_NorthAmerica_2022-07-04	OP440594	2022-07-04	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00023/2022
Monkeypox/PT0357/2022_SouthernEurope_2022-06-21	OP414384	2022-06-21	Southern Europe	Portugal	Monkeypox/PT0357/2022
Monkeypox/PT0047/2022_SouthernEurope_2022-06-02	ON843177	2022-06-02	Southern Europe	Portugal	Monkeypox/PT0047/2022
MPXV/Germany/2022/RKI519_WesternEurope_2022-06-01	OP689672	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI519
MPXV_USA_2022_CA0057_NorthAmerica_2022-06-01	OP451013	2022-06-01	North America	USA	MPXV_USA_2022_CA0057
MPXV_USA_2022_TN0005_NorthAmerica_2022-07-01	OP450992	2022-07-01	North America	USA	MPXV_USA_2022_TN0005
MPX_hSAaEl_9000356_WesternEurope_2022-08-01	OP415281	2022-08-01	Western Europe	United Kingdom	MPX_hSAaEl_9000356
MpxV/human/CAN/UN-NML-2849/2022_NorthAmerica_2022-05-19	ON803421	2022-05-19	North America	Canada	MpxV/human/CAN/UN-NML-2849/2022
MpxV/human/USA/WA-UW-085937/2022_NorthAmerica_2022-08-01	OP257252	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-085937/2022
MPXV_USA_2022_TN0007_NorthAmerica_2022-07-01	OP752120	2022-07-01	North America	USA	MPXV_USA_2022_TN0007
MPXV_USA_2022_HI0003_NorthAmerica_2022-06-01	OP378703	2022-06-01	North America	USA	MPXV_USA_2022_HI0003
hMPX/Human/USA/CA-LACPHL-MA00060/2022_NorthAmerica_2022-07-26	OP440560	2022-07-26	North America	USA	hMPX/Human/USA/CA-LACPHL-MA00060/2022
MPXV/Germany/2022/RKI262_WesternEurope_2022-08-01	OP215281	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI262
MPXV_USA_2022_TX0028_NorthAmerica_2022-07-01	OP752121	2022-07-01	North America	USA	MPXV_USA_2022_TX0028
Monkeypox/PT0370/2022_SouthernEurope_2022-07-03	OP555466	2022-07-03	Southern Europe	Portugal	Monkeypox/PT0370/2022
CVR_MPXV1c_WesternEurope_2022-05-15	ON808415	2022-05-15	Western Europe	United Kingdom	CVR_MPXV1c
MPXV_UK_2022_9000190_WesternEurope_2022-07-06	OP205135	2022-07-06	Western Europe	United Kingdom	MPXV_UK_2022_9000190
MPXV_USA_2022_NY0022_NorthAmerica_2022-07-01	OP603008	2022-07-01	North America	USA	MPXV_USA_2022_NY0022
hMPXV/Austria/MUW1532243/2022_WesternEurope_2022-07-06	OP133006	2022-07-06	Western Europe	Austria	hMPXV/Austria/MUW1532243/2022
MPX_IMt4nT_9000212_WesternEurope_2022-07-01	OP415191	2022-07-01	Western Europe	United Kingdom	MPX_IMt4nT_9000212
MPXV_USA_2022_NY0023_NorthAmerica_2022-06-01	OP303794	2022-06-01	North America	USA	MPXV_USA_2022_NY0023
Monkeypox/PT0439/2022_SouthernEurope_2022-08-01	OP555523	2022-08-01	Southern Europe	Portugal	Monkeypox/PT0439/2022
Slovenia-MPXV-41-2022_CentralEurope_2022-08-01	OP605582	2022-08-01	Central Europe	Slovenia	Slovenia-MPXV-41-2022
MPXV-USA-IL-IDPH-069_NorthAmerica_2022-06-28	OP536730	2022-06-28	North America	USA	MPXV-USA-IL-IDPH-069
MPXV/Germany/2022/RKI393_WesternEurope_2022-09-01	OP523995	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI393
Monkeypox/PT0017/2022_SouthernEurope_2022-05-20	ON649715	2022-05-20	Southern Europe	Portugal	Monkeypox/PT0017/2022
Monkeypox/PT0025/2022_SouthernEurope_2022-05-19	ON649712	2022-05-19	Southern Europe	Portugal	Monkeypox/PT0025/2022
MPXV/Germany/2022/RKI553_WesternEurope_2022-06-01	OP715833	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI553
Monkeypox/PT0403/2022_SouthernEurope_2022-07-19	OP555499	2022-07-19	Southern Europe	Portugal	Monkeypox/PT0403/2022
MPXV_UK_2022_9000189_WesternEurope_2022-07-06	OP205134	2022-07-06	Western Europe	United Kingdom	MPXV_UK_2022_9000189
MPXV_USA_2022_MD0003_NorthAmerica_2022-06-01	OP604528	2022-06-01	North America	USA	MPXV_USA_2022_MD0003
MPXV/Germany/2022/RKI442_WesternEurope_2022-09-01	OP594206	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI442
MPX_VghSe2_9000318_WesternEurope_2022-08-01	OP415259	2022-08-01	Western Europe	United Kingdom	MPX_VghSe2_9000318
MpxV/human/CAN/UN-NML-3674/2022_NorthAmerica_2022-06-13	OP013015	2022-06-13	North America	Canada	MpxV/human/CAN/UN-NML-3674/2022
Monkeypox/PT0003/2022_SouthernEurope_2022-05-15	ON585031	2022-05-15	Southern Europe	Portugal	Monkeypox/PT0003/2022
MPX_k9tr7U_9000256_WesternEurope_2022-08-01	OP415226	2022-08-01	Western Europe	United Kingdom	MPX_k9tr7U_9000256
MpxV/human/CAN/UN-NML-2858/2022_NorthAmerica_2022-05-19	ON880521	2022-05-19	North America	Canada	MpxV/human/CAN/UN-NML-2858/2022
MpxV/human/CAN/UN-NML-2893/2022_NorthAmerica_2022-05-20	ON803435	2022-05-20	North America	Canada	MpxV/human/CAN/UN-NML-2893/2022
hMpxV/USA/CA-CDPH-000046/2022_NorthAmerica_2022-07-05	OP863221	2022-07-05	North America	USA	hMpxV/USA/CA-CDPH-000046/2022
MPXV/Germany/2022/ON/RKI608_WesternEurope_2022-09-30	OP863258	2022-09-30	Western Europe	Germany	MPXV/Germany/2022/ON/RKI608
NJ-MPXV-007-rpt1_NorthAmerica_2022-08-05	OP879728	2022-08-05	North America	USA	NJ-MPXV-007-rpt1
Slovenia-MPXV-17-2022_CentralEurope_2022-07-01	OP605559	2022-07-01	Central Europe	Slovenia	Slovenia-MPXV-17-2022
MPXV/Germany/2022/RKI545_WesternEurope_2022-06-01	OP715825	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI545
MPX/PT0062/2022_SouthernEurope_2022-08-01	OP245316	2022-08-01	Southern Europe	Portugal	MPX/PT0062/2022
MPXV-USA-IL-IDPH-025_NorthAmerica_2022-06-09	OP536686	2022-06-09	North America	USA	MPXV-USA-IL-IDPH-025
Monkeypox/PT0437/2022_SouthernEurope_2022-08-02	OP555521	2022-08-02	Southern Europe	Portugal	Monkeypox/PT0437/2022
Monkeypox/PT0367/2022_SouthernEurope_2022-06-27	OP555464	2022-06-27	Southern Europe	Portugal	Monkeypox/PT0367/2022
MPXV/Germany/2022/RKI547_WesternEurope_2022-06-01	OP715827	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI547
NJ-MPXV-050_NorthAmerica_2022-07-01	OP879764	2022-07-01	North America	USA	NJ-MPXV-050
Monkeypox/PT0004/2022_SouthernEurope_2022-05-17	ON585032	2022-05-17	Southern Europe	Portugal	Monkeypox/PT0004/2022
MpxV/human/USA/OH-UW-089521/2022_NorthAmerica_2022-08-01	OP310059	2022-08-01	North America	USA	MpxV/human/USA/OH-UW-089521/2022
Monkeypox/PT0034/2022_SouthernEurope_2022-05-26	ON843169	2022-05-26	Southern Europe	Portugal	Monkeypox/PT0034/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00261/2022_NorthAmerica_2022-09-23	OP748947	2022-09-23	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00261/2022
Monkeypox/PT0262/2022_SouthernEurope_2022-06-17	OP414302	2022-06-17	Southern Europe	Portugal	Monkeypox/PT0262/2022
MPXV/Germany/2022/RKI587_WesternEurope_2022-06-01	OP837349	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI587
Monkeypox/PT0308/2022_SouthernEurope_2022-06-06	OP414342	2022-06-06	Southern Europe	Portugal	Monkeypox/PT0308/2022
MpxV/human/USA/WA-UW-085249/2022_NorthAmerica_2022-08-01	OP628464	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-085249/2022
Monkeypox/PT0345/2022_SouthernEurope_2022-05-26	OP414374	2022-05-26	Southern Europe	Portugal	Monkeypox/PT0345/2022
Monkeypox/PT0173/2022_SouthernEurope_2022-06-30	OP324488	2022-06-30	Southern Europe	Portugal	Monkeypox/PT0173/2022
Monkeypox/PT0272/2022_SouthernEurope_2022-06-15	OP414312	2022-06-15	Southern Europe	Portugal	Monkeypox/PT0272/2022
MPX/PT0126/2022_SouthernEurope_2022-07-14	OP245359	2022-07-14	Southern Europe	Portugal	MPX/PT0126/2022
Monkeypox/PT0300/2022_SouthernEurope_2022-06-07	OP414334	2022-06-07	Southern Europe	Portugal	Monkeypox/PT0300/2022
MpxV/human/CAN/UN-NML-3162/2022_NorthAmerica_2022-05-29	ON880530	2022-05-29	North America	Canada	MpxV/human/CAN/UN-NML-3162/2022
hMPXV-IHU00005_WesternEurope_2022-07-04	OP382482	2022-07-04	Western Europe	France	hMPXV-IHU00005
Monkeypox/PT0011/2022_SouthernEurope_2022-05-23	ON649725	2022-05-23	Southern Europe	Portugal	Monkeypox/PT0011/2022
MpxV/human/USA/WA-UW-082153/2022_NorthAmerica_2022-08-01	OP743954	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-082153/2022
MPXV22/human/USA-OK-67_NorthAmerica_2022-07-19	OP351282	2022-07-19	North America	USA	MPXV22/human/USA-OK-67
MPXV/Germany/2022/RKI024_WesternEurope_2022-05-01	ON694336	2022-05-01	Western Europe	Germany	MPXV/Germany/2022/RKI024
MPX_jTHLhj_9000307_WesternEurope_2022-08-01	OP415256	2022-08-01	Western Europe	United Kingdom	MPX_jTHLhj_9000307
MPXV_UK_2022_9000144_WesternEurope_2022-06-16	OP205107	2022-06-16	Western Europe	United Kingdom	MPXV_UK_2022_9000144
MpxV/human/USA/WA-UW-084909/2022_NorthAmerica_2022-08-01	OP257245	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-084909/2022
MpxV/human/CAN/UN-NML-3368/2022_NorthAmerica_2022-06-02	ON880546	2022-06-02	North America	Canada	MpxV/human/CAN/UN-NML-3368/2022
Monkeypox/PT0012/2022_SouthernEurope_2022-05-23	ON649719	2022-05-23	Southern Europe	Portugal	Monkeypox/PT0012/2022
MPXV/Germany/2022/RKI110_WesternEurope_2022-07-01	ON929068	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI110
MpxV/human/CAN/UN-NML-2897/2022_NorthAmerica_2022-05-20	ON803438	2022-05-20	North America	Canada	MpxV/human/CAN/UN-NML-2897/2022
Monkeypox/PT0022/2022_SouthernEurope_2022-05-19	ON649722	2022-05-19	Southern Europe	Portugal	Monkeypox/PT0022/2022
MpxV/human/CAN/UN-NML-3531/2022_NorthAmerica_2022-06-03	ON983162	2022-06-03	North America	Canada	MpxV/human/CAN/UN-NML-3531/2022
MpxV/human/USA/WA-UW-071246/2022_NorthAmerica_2022-07-01	OP123044	2022-07-01	North America	USA	MpxV/human/USA/WA-UW-071246/2022
MpxV/human/USA/WA-UW-089563/2022_NorthAmerica_2022-08-01	OP743953	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-089563/2022
MpxV/human/CAN/UN-NML-2874/2022_NorthAmerica_2022-05-19	ON803430	2022-05-19	North America	Canada	MpxV/human/CAN/UN-NML-2874/2022
MPXV22/human/USA-OK-149_NorthAmerica_2022-08-11	OP351287	2022-08-11	North America	USA	MPXV22/human/USA-OK-149
Monkeypox/PT0021/2022_SouthernEurope_2022-05-19	ON649721	2022-05-19	Southern Europe	Portugal	Monkeypox/PT0021/2022
MpxV/human/CAN/UN-NML-2852/2022_NorthAmerica_2022-05-19	ON803424	2022-05-19	North America	Canada	MpxV/human/CAN/UN-NML-2852/2022
MPXV/Human/USA/CA-CDPH-MPX000006/2022_NorthAmerica_2022-06-07	OP580154	2022-06-07	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000006/2022
MPXV_UK_2022_9000096_WesternEurope_2022-06-07	OP205085	2022-06-07	Western Europe	United Kingdom	MPXV_UK_2022_9000096
CVR_MPXV1e_WesternEurope_2022-05-15	ON808417	2022-05-15	Western Europe	United Kingdom	CVR_MPXV1e
MPXV/Germany/2022/RKI067_WesternEurope_2022-06-01	ON813267	2022-06-01	Western Europe	Germany	MPXV/Germany/2022/RKI067
MpxV/human/USA/WA-UW-094434/2022_NorthAmerica_2022-09-01	OP747054	2022-09-01	North America	USA	MpxV/human/USA/WA-UW-094434/2022
Monkeypox/PT0024/2022_SouthernEurope_2022-05-19	ON649720	2022-05-19	Southern Europe	Portugal	Monkeypox/PT0024/2022
MpxV/human/USA/WA-UW-089987/2022_NorthAmerica_2022-08-01	OP257263	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-089987/2022
Monkeypox/PT0036/2022_SouthernEurope_2022-05-26	ON843167	2022-05-26	Southern Europe	Portugal	Monkeypox/PT0036/2022
MPXV/Germany/2022/RKI147_WesternEurope_2022-07-01	ON959161	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI147
MPX/UZ_REGA_6/Belgium/2022_WesternEurope_2022-05-27	ON880422	2022-05-27	Western Europe	Belgium	MPX/UZ_REGA_6/Belgium/2022
MPX/UZ_REGA_5/Belgium/2022_WesternEurope_2022-05-27	ON880421	2022-05-27	Western Europe	Belgium	MPX/UZ_REGA_5/Belgium/2022
MpxV/human/CAN/UN-NML-3127/2022_NorthAmerica_2022-05-30	ON880508	2022-05-30	North America	Canada	MpxV/human/CAN/UN-NML-3127/2022
MpxV/human/USA/WA-UW-076854/2022_NorthAmerica_2022-07-01	OP123050	2022-07-01	North America	USA	MpxV/human/USA/WA-UW-076854/2022
MPXV/Germany/2022/RKI113_WesternEurope_2022-07-01	ON929071	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI113
MPXV/Germany/2022/RKI199_WesternEurope_2022-08-01	OP215239	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI199
MPX_qQzToC_9000264_WesternEurope_2022-08-01	OP415233	2022-08-01	Western Europe	United Kingdom	MPX_qQzToC_9000264
MPXV/Germany/2022/RKI168_WesternEurope_2022-07-01	OP018594	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI168
Monkeypox/PT0018/2022_SouthernEurope_2022-05-20	ON649718	2022-05-20	Southern Europe	Portugal	Monkeypox/PT0018/2022
CVR_MPXV1b_WesternEurope_2022-05-15	ON808414	2022-05-15	Western Europe	United Kingdom	CVR_MPXV1b
