strain_region_coarse_date	accession	date	region_coarse	strain
ANT-LDSP-ANT-MPX-23551-O_SouthAmerica_2022-08-29	OP459209	2022-08-29	South America	ANT-LDSP-ANT-MPX-23551-O
ANT-LDSP-ANT-MPX-25458E_SouthAmerica_2022-09-14	OP642418	2022-09-14	South America	ANT-LDSP-ANT-MPX-25458E
ANT-LDSP-ANT-MPX-26237E_SouthAmerica_2022-09-26	OP881930	2022-09-26	South America	ANT-LDSP-ANT-MPX-26237E
ANT-LDSP-ANT-MPX-22769-L_SouthAmerica_2022-08-17	OP431401	2022-08-17	South America	ANT-LDSP-ANT-MPX-22769-L
ANT-LDSP-ANT-MPX-26261O_SouthAmerica_2022-09-26	OP881936	2022-09-26	South America	ANT-LDSP-ANT-MPX-26261O
ANT-LDSP-ANT-MPX-24915-L_SouthAmerica_2022-09-09	OP642388	2022-09-09	South America	ANT-LDSP-ANT-MPX-24915-L
ANT_INS_MPX_0024_L_SouthAmerica_2022-08-07	OP693650	2022-08-07	South America	ANT_INS_MPX_0024_L
ANT-LDSP-ANT-MPX-22815-L_SouthAmerica_2022-08-18	OP477444	2022-08-18	South America	ANT-LDSP-ANT-MPX-22815-L
ANT-LDSP-ANT-MPX-23266_SouthAmerica_2022-08-23	OP477457	2022-08-23	South America	ANT-LDSP-ANT-MPX-23266
ANT-LDSP-ANT-MPX-22607-L_SouthAmerica_2022-08-16	OP431397	2022-08-16	South America	ANT-LDSP-ANT-MPX-22607-L
SUC-UNIMOL-MPX-293401-L_SouthAmerica_2022-11-10	OP959057	2022-11-10	South America	SUC-UNIMOL-MPX-293401-L
QUI_INS_MPX_0967_L_SouthAmerica_2022-10-15	OP819958	2022-10-15	South America	QUI_INS_MPX_0967_L
ANT-LDSP-ANT-MPX-23062-L_SouthAmerica_2022-08-22	OP477447	2022-08-22	South America	ANT-LDSP-ANT-MPX-23062-L
ANT-LDSP-ANT-MPX-24717-L_SouthAmerica_2022-09-08	OP642373	2022-09-08	South America	ANT-LDSP-ANT-MPX-24717-L
ANT-LDSP-ANT-MPX-24713-L_SouthAmerica_2022-09-08	OP642379	2022-09-08	South America	ANT-LDSP-ANT-MPX-24713-L
MPXV/Germany/2022/RKI049_WesternEurope_2022-06-24	ON755255	2022-06-24	Western Europe	MPXV/Germany/2022/RKI049
MPXV_UK_2022_9000064_WesternEurope_2022-06-06	OP205070	2022-06-06	Western Europe	MPXV_UK_2022_9000064
MPX_bSkpM3_9000334_WesternEurope_2022-08-28	OP415272	2022-08-28	Western Europe	MPX_bSkpM3_9000334
MPXV/Germany/2022/ON/RKI458_WesternEurope_2022-09-06	OP615340	2022-09-06	Western Europe	MPXV/Germany/2022/ON/RKI458
MPXV_USA_2022_IL0044_NorthAmerica_2022-06-01	OP303790	2022-06-01	North America	MPXV_USA_2022_IL0044
MPX_Yob5K4_9000202_WesternEurope_2022-07-14	OP415183	2022-07-14	Western Europe	MPX_Yob5K4_9000202
NJ-MPXV-024_NorthAmerica_2022-07-08	OP879742	2022-07-08	North America	NJ-MPXV-024
MPXV_USA_2022_NY0029_NorthAmerica_2022-07-08	OP687939	2022-07-08	North America	MPXV_USA_2022_NY0029
MPXV/Germany/2022/RKI537_WesternEurope_2022-06-30	OP715817	2022-06-30	Western Europe	MPXV/Germany/2022/RKI537
MPXV_UK_2022_9000065_WesternEurope_2022-06-06	OP205071	2022-06-06	Western Europe	MPXV_UK_2022_9000065
MPXV/Germany/2022/RKI165_WesternEurope_2022-07-01	ON959153	2022-07-01	Western Europe	MPXV/Germany/2022/RKI165
PrEV_case_2_WesternEurope_2022-10-02	OP727822	2022-10-02	Western Europe	PrEV_case_2
Monkeypox/PT0380/2022_SouthernEurope_2022-07-13	OP555476	2022-07-13	Southern Europe	Monkeypox/PT0380/2022
MPXV_USA_2022_MD0006_NorthAmerica_2022-08-02	OP881948	2022-08-02	North America	MPXV_USA_2022_MD0006
MPXV/Human/USA/UT-UPHL-82200236/2022_NorthAmerica_2022-08-05	OP743366	2022-08-05	North America	MPXV/Human/USA/UT-UPHL-82200236/2022
MPXV_UK_2022_9000131_WesternEurope_2022-07-05	OP205098	2022-07-05	Western Europe	MPXV_UK_2022_9000131
PatientMPXV_WesternEurope_2022-06-10	OP204840	2022-06-10	Western Europe	PatientMPXV
Monkeypox/PT0216/2022_SouthernEurope_2022-06-24	OP324526	2022-06-24	Southern Europe	Monkeypox/PT0216/2022
Monkeypox/PT0179/2022_SouthernEurope_2022-06-30	OP324494	2022-06-30	Southern Europe	Monkeypox/PT0179/2022
MPXV_UK_2022_9000093_WesternEurope_2022-05-30	OP205084	2022-05-30	Western Europe	MPXV_UK_2022_9000093
MPX_K1dQNt_9000223_WesternEurope_2022-07-01	OP415199	2022-07-01	Western Europe	MPX_K1dQNt_9000223
MPX_dlHLXa_9000261_WesternEurope_2022-08-01	OP415230	2022-08-01	Western Europe	MPX_dlHLXa_9000261
MPX_2v76E1_9000222_WesternEurope_2022-07-25	OP415198	2022-07-25	Western Europe	MPX_2v76E1_9000222
Monkeypox/PT0392/2022_SouthernEurope_2022-07-13	OP555488	2022-07-13	Southern Europe	Monkeypox/PT0392/2022
hMPXV-IHU00002_WesternEurope_2022-07-01	OP382479	2022-07-01	Western Europe	hMPXV-IHU00002
hMpxV/Switzerland/ZH-UZH-IMV-3ba6450e/2022_WesternEurope_2022-06-02	ON792321	2022-06-02	Western Europe	hMpxV/Switzerland/ZH-UZH-IMV-3ba6450e/2022
MPXV/Germany/2022/RKI032_WesternEurope_2022-06-01	ON755238	2022-06-01	Western Europe	MPXV/Germany/2022/RKI032
MPXV/Germany/2022/RKI023_WesternEurope_2022-05-30	ON694332	2022-05-30	Western Europe	MPXV/Germany/2022/RKI023
MPXV/Germany/2022/RKI017_WesternEurope_2022-05-01	ON694338	2022-05-01	Western Europe	MPXV/Germany/2022/RKI017
MPXV/Germany/2022/RKI132_WesternEurope_2022-07-01	ON929087	2022-07-01	Western Europe	MPXV/Germany/2022/RKI132
MPXV/Germany/2022/RKI020_WesternEurope_2022-05-28	ON694337	2022-05-28	Western Europe	MPXV/Germany/2022/RKI020
Monkeypox/PT0564/2022_SouthernEurope_2022-09-05	OP555635	2022-09-05	Southern Europe	Monkeypox/PT0564/2022
MpxV/human/USA/WA-UW-088213/2022_NorthAmerica_2022-08-31	OP310054	2022-08-31	North America	MpxV/human/USA/WA-UW-088213/2022
MPXV/Germany/2022/ON/RKI456_WesternEurope_2022-09-01	OP615330	2022-09-01	Western Europe	MPXV/Germany/2022/ON/RKI456
MPXV/Germany/2022/RKI122_WesternEurope_2022-07-01	ON929077	2022-07-01	Western Europe	MPXV/Germany/2022/RKI122
MPXV/Germany/2022/RKI477_WesternEurope_2022-07-01	OP626115	2022-07-01	Western Europe	MPXV/Germany/2022/RKI477
Monkeypox/PT0474/2022_SouthernEurope_2022-08-08	OP555553	2022-08-08	Southern Europe	Monkeypox/PT0474/2022
MPXV/Germany/2022/RKI106_WesternEurope_2022-07-17	ON929064	2022-07-17	Western Europe	MPXV/Germany/2022/RKI106
MPXV/Germany/2022/RKI350_WesternEurope_2022-09-01	OP484671	2022-09-01	Western Europe	MPXV/Germany/2022/RKI350
MPXV/Germany/2022/RKI021_WesternEurope_2022-05-31	ON694334	2022-05-31	Western Europe	MPXV/Germany/2022/RKI021
MPXV/Germany/2022/RKI556_WesternEurope_2022-06-01	OP764614	2022-06-01	Western Europe	MPXV/Germany/2022/RKI556
CVR_MPXV1a_WesternEurope_2022-05-15	ON808413	2022-05-15	Western Europe	CVR_MPXV1a
hMPXV/Austria/MUW1527495/2022_WesternEurope_2022-06-21	OP019276	2022-06-21	Western Europe	hMPXV/Austria/MUW1527495/2022
MPXV/Germany/2022/RKI015_WesternEurope_2022-05-15	ON694331	2022-05-15	Western Europe	MPXV/Germany/2022/RKI015
MPXV/Germany/2022/RKI423_WesternEurope_2022-09-01	OP594187	2022-09-01	Western Europe	MPXV/Germany/2022/RKI423
MPX_dDDHx_9000207_WesternEurope_2022-06-07	OP415188	2022-06-07	Western Europe	MPX_dDDHx_9000207
hMpxV/UK/LMO-023a/2022_WesternEurope_2022-06-24	OP390192	2022-06-24	Western Europe	hMpxV/UK/LMO-023a/2022
MPXV/Germany/2022/RKI016_WesternEurope_2022-05-15	ON694339	2022-05-15	Western Europe	MPXV/Germany/2022/RKI016
MPXV/Germany/2022/RKI472_WesternEurope_2022-07-01	OP626110	2022-07-01	Western Europe	MPXV/Germany/2022/RKI472
MPXV/Germany/2022/RKI204_WesternEurope_2022-08-29	OP215212	2022-08-29	Western Europe	MPXV/Germany/2022/RKI204
MPXV/Germany/2022/RKI034_WesternEurope_2022-06-25	ON755240	2022-06-25	Western Europe	MPXV/Germany/2022/RKI034
MPX/PT0067/2022_SouthernEurope_2022-07-26	OP245321	2022-07-26	Southern Europe	MPX/PT0067/2022
Monkeypox/PT0570/2022_SouthernEurope_2022-09-02	OP555641	2022-09-02	Southern Europe	Monkeypox/PT0570/2022
Monkeypox/PT0494/2022_SouthernEurope_2022-08-15	OP555569	2022-08-15	Southern Europe	Monkeypox/PT0494/2022
Monkeypox/PT0356/2022_SouthernEurope_2022-05-23	OP414383	2022-05-23	Southern Europe	Monkeypox/PT0356/2022
PrEV_case_1_WesternEurope_2022-08-27	OP727821	2022-08-27	Western Europe	PrEV_case_1
MPXV/Spain/HUNSC_ITER_0001a/2022_SouthernEurope_2022-05-31	ON782054	2022-05-31	Southern Europe	MPXV/Spain/HUNSC_ITER_0001a/2022
MPXV/Germany/2022/ON/RKI311_WesternEurope_2022-08-01	OP355570	2022-08-01	Western Europe	MPXV/Germany/2022/ON/RKI311
MPXV_FR_HCL0001_2022_WesternEurope_2022-05-22	ON622722	2022-05-22	Western Europe	MPXV_FR_HCL0001_2022
Monkeypox/PT0514/2022_SouthernEurope_2022-08-16	OP555585	2022-08-16	Southern Europe	Monkeypox/PT0514/2022
Monkeypox/PT0524/2022_SouthernEurope_2022-08-18	OP555595	2022-08-18	Southern Europe	Monkeypox/PT0524/2022
hMpxV/Switzerland/ZH-UZH-IMV-3ba6449f/2022_WesternEurope_2022-06-01	ON792320	2022-06-01	Western Europe	hMpxV/Switzerland/ZH-UZH-IMV-3ba6449f/2022
MPXV/Germany/2022/RKI045_WesternEurope_2022-06-30	ON755251	2022-06-30	Western Europe	MPXV/Germany/2022/RKI045
MpxV/human/USA/WA-UW-082770/2022_NorthAmerica_2022-08-01	OP392540	2022-08-01	North America	MpxV/human/USA/WA-UW-082770/2022
MPXV_SI2022_S3_CentralEurope_2022-06-01	ON754984	2022-06-01	Central Europe	MPXV_SI2022_S3
SI2022_S7_CentralEurope_2022-06-01	ON838178	2022-06-01	Central Europe	SI2022_S7
Slovenia-MPXV-09-2022_CentralEurope_2022-06-01	OP605552	2022-06-01	Central Europe	Slovenia-MPXV-09-2022
Slovenia-MPXV-08-2022_CentralEurope_2022-06-01	OP605551	2022-06-01	Central Europe	Slovenia-MPXV-08-2022
MPXV_SI2022_S5_CentralEurope_2022-06-01	ON754986	2022-06-01	Central Europe	MPXV_SI2022_S5
RNA_4mcy9n_CentralEurope_2022-07-04	OX248696	2022-07-04	Central Europe	RNA_4mcy9n
MPXV/Germany/2022/RKI288_WesternEurope_2022-08-01	OP270477	2022-08-01	Western Europe	MPXV/Germany/2022/RKI288
MPXV_UK_2022_9000061_WesternEurope_2022-05-27	OP205067	2022-05-27	Western Europe	MPXV_UK_2022_9000061
MPXV/Spain/HUNSC_ITER_0001b/2022_SouthernEurope_2022-05-31	ON782055	2022-05-31	Southern Europe	MPXV/Spain/HUNSC_ITER_0001b/2022
MPXV_SI2022_S4_CentralEurope_2022-06-01	ON754985	2022-06-01	Central Europe	MPXV_SI2022_S4
Slovenia-MPXV-26-2022_CentralEurope_2022-07-31	OP605568	2022-07-31	Central Europe	Slovenia-MPXV-26-2022
MPXV/Human/USA/CA-LACPHL-MA00291/2022_NorthAmerica_2022-10-07	OP890549	2022-10-07	North America	MPXV/Human/USA/CA-LACPHL-MA00291/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00280/2022_NorthAmerica_2022-10-17	OP748966	2022-10-17	North America	Monkeypox virus/Human/USA/CA-LACPHL-MA00280/2022
MPXV_SI2022_S1_VEROE6_CentralEurope_2022-05-23	ON754987	2022-05-23	Central Europe	MPXV_SI2022_S1_VEROE6
SLO_CentralEurope_2022-05-23	ON609725	2022-05-23	Central Europe	SLO
ANT-LDSP-ANT-MPX-23106-L_SouthAmerica_2022-08-22	OP477448	2022-08-22	South America	ANT-LDSP-ANT-MPX-23106-L
MpxV/human/USA/OH-UW-080114/2022_NorthAmerica_2022-08-01	OP392532	2022-08-01	North America	MpxV/human/USA/OH-UW-080114/2022
MPXV/ITM_pt_31/Belgium/27-May-2022_WesternEurope_2022-05-27	ON950045	2022-05-27	Western Europe	MPXV/ITM_pt_31/Belgium/27-May-2022
MPXV/ITM_pt_25/Belgium/16-Jun-2022_WesternEurope_2022-06-16	OP144214	2022-06-16	Western Europe	MPXV/ITM_pt_25/Belgium/16-Jun-2022
MPXV/ITM_pt_16/Belgium/10-Jun-2022_WesternEurope_2022-06-10	OP144212	2022-06-10	Western Europe	MPXV/ITM_pt_16/Belgium/10-Jun-2022
Slovenia-MPXV-28-2022_CentralEurope_2022-07-10	OP605570	2022-07-10	Central Europe	Slovenia-MPXV-28-2022
Slovenia-MPXV-36-2022_CentralEurope_2022-07-31	OP605578	2022-07-31	Central Europe	Slovenia-MPXV-36-2022
Slovenia-MPXV-44-2022_CentralEurope_2022-08-01	OP605585	2022-08-01	Central Europe	Slovenia-MPXV-44-2022
Slovenia-MPXV-40-2022_CentralEurope_2022-08-01	OP605581	2022-08-01	Central Europe	Slovenia-MPXV-40-2022
MPXV/Germany/2022/RKI347_WesternEurope_2022-09-01	OP484668	2022-09-01	Western Europe	MPXV/Germany/2022/RKI347
MPXV/Germany/2022/RKI081_WesternEurope_2022-06-01	ON853663	2022-06-01	Western Europe	MPXV/Germany/2022/RKI081
MPXV_UK_2022_9000149_WesternEurope_2022-06-14	OP205112	2022-06-14	Western Europe	MPXV_UK_2022_9000149
MPXV/Germany/2022/RKI033_WesternEurope_2022-06-19	ON755239	2022-06-19	Western Europe	MPXV/Germany/2022/RKI033
MPXV_USA_2022_WA001_NorthAmerica_2022-05-20	OP150927	2022-05-20	North America	MPXV_USA_2022_WA001
BOL-UNIMOL-MPX-293420-L_SouthAmerica_2022-10-27	OP959059	2022-10-27	South America	BOL-UNIMOL-MPX-293420-L
MPXV_UK_2022_9000079_WesternEurope_2022-06-15	OP205082	2022-06-15	Western Europe	MPXV_UK_2022_9000079
MPX_CJjutN_9000198_WesternEurope_2022-07-01	OP415180	2022-07-01	Western Europe	MPX_CJjutN_9000198
MPXV_UK_2022_9000195_WesternEurope_2022-07-06	OP205138	2022-07-06	Western Europe	MPXV_UK_2022_9000195
MPXV_UK_2022_9000099_WesternEurope_2022-06-09	OP205087	2022-06-09	Western Europe	MPXV_UK_2022_9000099
MPXV_UK_2022_9000076_WesternEurope_2022-06-09	OP205080	2022-06-09	Western Europe	MPXV_UK_2022_9000076
MPXV_UK_2022_9000066_WesternEurope_2022-06-07	OP205072	2022-06-07	Western Europe	MPXV_UK_2022_9000066
MPXV/Germany/2022/RKI119_WesternEurope_2022-07-01	ON929074	2022-07-01	Western Europe	MPXV/Germany/2022/RKI119
MPXV_UK_2022_9000101_WesternEurope_2022-06-09	OP205089	2022-06-09	Western Europe	MPXV_UK_2022_9000101
Monkeypox/PT0478/2022_SouthernEurope_2022-08-08	OP555557	2022-08-08	Southern Europe	Monkeypox/PT0478/2022
MPXV-USA-IL-IDPH-018_NorthAmerica_2022-07-07	OP536679	2022-07-07	North America	MPXV-USA-IL-IDPH-018
hMPX/USA/CA-LACPHL-MA00164/2022_NorthAmerica_2022-09-22	OP580597	2022-09-22	North America	hMPX/USA/CA-LACPHL-MA00164/2022
MPXV_USA_2022_FL0027_NorthAmerica_2022-09-05	OP881946	2022-09-05	North America	MPXV_USA_2022_FL0027
MPXV/Human/USA/CA-LACPHL-MA00356/2022_NorthAmerica_2022-10-14	OP920694	2022-10-14	North America	MPXV/Human/USA/CA-LACPHL-MA00356/2022
MPX_eobXCZ_9000296_WesternEurope_2022-08-01	OP415251	2022-08-01	Western Europe	MPX_eobXCZ_9000296
hMPXV/USA/NC-UNC-0018/2022_NorthAmerica_2022-08-28	OP480417	2022-08-28	North America	hMPXV/USA/NC-UNC-0018/2022
Slovenia-MPXV-42-2022_CentralEurope_2022-08-21	OP605583	2022-08-21	Central Europe	Slovenia-MPXV-42-2022
MPX_L6rBi6_9000265_WesternEurope_2022-08-31	OP415234	2022-08-31	Western Europe	MPX_L6rBi6_9000265
MPXV_USA_2022_NY0027_NorthAmerica_2022-09-18	OQ054228	2022-09-18	North America	MPXV_USA_2022_NY0027
BOL-UNIMOL-MPX-293613-L_SouthAmerica_2022-10-11	OP959061	2022-10-11	South America	BOL-UNIMOL-MPX-293613-L
BOL-UNIMOL-MPX-293428-L_SouthAmerica_2022-10-29	OP959060	2022-10-29	South America	BOL-UNIMOL-MPX-293428-L
MPXV_UK_2022_9000067_WesternEurope_2022-06-08	OP205073	2022-06-08	Western Europe	MPXV_UK_2022_9000067
hMPX/Human/USA/CA-LACPHL-MA00058/2022_NorthAmerica_2022-07-26	OP440554	2022-07-26	North America	hMPX/Human/USA/CA-LACPHL-MA00058/2022
MPXV/Germany/2022/RKI135_WesternEurope_2022-07-31	ON929090	2022-07-31	Western Europe	MPXV/Germany/2022/RKI135
MPXV22/human/USA-OK-270_NorthAmerica_2022-09-06	OP650030	2022-09-06	North America	MPXV22/human/USA-OK-270
MPXV/Human/USA/CA-LACPHL-MA00303/2022_NorthAmerica_2022-09-29	OP890537	2022-09-29	North America	MPXV/Human/USA/CA-LACPHL-MA00303/2022
B1221120_NorthAmerica_2022-11-09	OP935997	2022-11-09	North America	B1221120
B1221119_NorthAmerica_2022-11-08	OP935996	2022-11-08	North America	B1221119
MPXV/Human/USA/CA-LACPHL-MA00288/2022_NorthAmerica_2022-10-04	OP890546	2022-10-04	North America	MPXV/Human/USA/CA-LACPHL-MA00288/2022
MPXV/Human/USA/CA-LACPHL-MA00290/2022_NorthAmerica_2022-10-02	OP890548	2022-10-02	North America	MPXV/Human/USA/CA-LACPHL-MA00290/2022
