accession	strain_region_coarse_date
OP215247	MPXV/Germany/2022/RKI211_WesternEurope_2022-08-01	accession
OP604524	MPXV_USA_2022_NV0003_NorthAmerica_2022-07-01	accession
OP018605	MPXV/Germany/2022/RKI182_WesternEurope_2022-07-01	accession
ON755236	MPXV/Germany/2022/RKI030_WesternEurope_2022-06-01	accession
OP184763	MpxV/human/USA/WA-UW-076773/2022_NorthAmerica_2022-07-01	accession
OP837475	DC_INS_MPX_1009_L_SouthAmerica_2022-09-19	accession
ON853673	MPXV/Germany/2022/RKI094_WesternEurope_2022-06-01	accession
OP484663	MPXV/Germany/2022/RKI340_WesternEurope_2022-09-01	accession
OP169344	MpxV/human/USA/WA-UW-071966/2022_NorthAmerica_2022-07-01	accession
OP392549	MpxV/human/USA/WA-UW-087104/2022_NorthAmerica_2022-08-01	accession
ON755242	MPXV/Germany/2022/RKI036_WesternEurope_2022-06-01	accession
OP523980	MPXV/Germany/2022/RKI378_WesternEurope_2022-09-01	accession
OP310061	MpxV/human/USA/WA-UW-088764/2022_NorthAmerica_2022-08-01	accession
OP628443	MpxV/human/USA/WA-UW-081446/2022_NorthAmerica_2022-08-01	accession
ON929066	MPXV/Germany/2022/RKI108_WesternEurope_2022-07-01	accession
OP382479	hMPXV-IHU00002_WesternEurope_2022-07-01	accession
OP055802	MpxV/human/USA/Unknown-UW-077794/2022_NorthAmerica_2022-07-01	accession
ON694340	MPXV/Germany/2022/RKI014_WesternEurope_2022-05-15	accession
OP310042	MpxV/human/USA/WA-UW-089266/2022_NorthAmerica_2022-08-01	accession
OP055803	MpxV/human/USA/Unknown-UW-073599/2022_NorthAmerica_2022-07-01	accession
ON694329	MPXV/Germany/2022/RKI025_WesternEurope_2022-05-15	accession
OQ274890	MPXV/Germany/2022/ON/RKI671_WesternEurope_2022-05-31	accession
OP434519	MpxV/human/USA/WA-UW-074978/2022_NorthAmerica_2022-07-01	accession
ON755250	MPXV/Germany/2022/RKI044_WesternEurope_2022-06-01	accession
ON694332	MPXV/Germany/2022/RKI023_WesternEurope_2022-05-31	accession
OP382488	hMPXV-IHU00011_WesternEurope_2022-07-19	accession
ON813256	MPXV/Germany/2022/RKI059_WesternEurope_2022-06-08	accession
ON929077	MPXV/Germany/2022/RKI122_WesternEurope_2022-07-01	accession
OP310055	MpxV/human/USA/WA-UW-086360/2022_NorthAmerica_2022-08-01	accession
OP555635	Monkeypox/PT0564/2022_SouthernEurope_2022-09-05	accession
OP055805	MpxV/human/USA/Unknown-UW-076991/2022_NorthAmerica_2022-07-01	accession
OP123046	MpxV/human/USA/WA-UW-078870/2022_NorthAmerica_2022-07-01	accession
ON813265	MPXV/Germany/2022/RKI065_WesternEurope_2022-06-01	accession
OP123041	MpxV/human/USA/WA-UW-070134/2022_NorthAmerica_2022-07-01	accession
OP169346	MpxV/human/USA/WA-UW-072839/2022_NorthAmerica_2022-07-01	accession
OP215245	MPXV/Germany/2022/RKI208_WesternEurope_2022-08-01	accession
OP215268	MPXV/Germany/2022/RKI248_WesternEurope_2022-08-01	accession
OP747051	MpxV/human/USA/WA-UW-085359/2022_NorthAmerica_2022-08-24	accession
OP743955	MpxV/human/USA/WA-UW-089756/2022_NorthAmerica_2022-08-01	accession
OP257257	MpxV/human/USA/WA-UW-080706/2022_NorthAmerica_2022-08-01	accession
OP184764	MpxV/human/USA/WA-UW-074932/2022_NorthAmerica_2022-07-31	accession
OP743962	MpxV/human/USA/WA-UW-088248/2022_NorthAmerica_2022-08-24	accession
OP628479	MpxV/human/USA/WA-UW-087689/2022_NorthAmerica_2022-08-24	accession
OP303789	MPXV_USA_2022_NY0014_NorthAmerica_2022-06-25	accession
ON959136	MPXV_USA_2022_NY005_NorthAmerica_2022-06-24	accession
OP381201	hMpxV/USA/ID-IBL-839457/2022_NorthAmerica_2022-07-25	accession
OP381207	hMpxV/USA/ID-IBL-843375/2022_NorthAmerica_2022-08-05	accession
OP381202	hMpxV/USA/ID-IBL-839458/2022_NorthAmerica_2022-07-25	accession
OP555488	Monkeypox/PT0392/2022_SouthernEurope_2022-07-13	accession
OP494257	MPXV/Germany/2022/ON/RKI301_WesternEurope_2022-09-01	accession
OP215261	MPXV/Germany/2022/RKI237_WesternEurope_2022-08-25	accession
OP339846	MPXV/Germany/2022/RKI289_WesternEurope_2022-08-01	accession
OQ159049	MPXV/Germany/2022/ON/RKI654_WesternEurope_2022-08-25	accession
OP615337	MPXV/Germany/2022/ON/RKI453_WesternEurope_2022-09-01	accession
OP215287	MPXV/Germany/2022/RKI268_WesternEurope_2022-08-25	accession
OP615331	MPXV/Germany/2022/ON/RKI452_WesternEurope_2022-09-01	accession
OP615330	MPXV/Germany/2022/ON/RKI456_WesternEurope_2022-09-01	accession
OP615329	MPXV/Germany/2022/ON/RKI465_WesternEurope_2022-09-01	accession
OP555601	Monkeypox/PT0530/2022_SouthernEurope_2022-08-20	accession
OQ159028	MPXV/Germany/2022/RKI633_WesternEurope_2022-11-01	accession
OP626137	MPXV/Germany/2022/RKI498_WesternEurope_2022-09-01	accession
OQ159054	MPXV/Germany/2022/ON/RKI659_WesternEurope_2022-08-31	accession
OP588284	MPXV/Germany/2022/ON/RKI421_WesternEurope_2022-09-01	accession
OP863246	MPXV/Germany/2022/ON/RKI596_WesternEurope_2022-08-01	accession
OP484671	MPXV/Germany/2022/RKI350_WesternEurope_2022-09-01	accession
OP524003	MPXV/Germany/2022/RKI402_WesternEurope_2022-09-01	accession
ON853680	MPXV/Germany/2022/RKI097_WesternEurope_2022-06-01	accession
OP626128	MPXV/Germany/2022/RKI490_WesternEurope_2022-07-01	accession
ON813253	MPXV/Germany/2022/RKI053_WesternEurope_2022-06-01	accession
ON929064	MPXV/Germany/2022/RKI106_WesternEurope_2022-07-13	accession
ON853668	MPXV/Germany/2022/RKI086_WesternEurope_2022-06-30	accession
ON853652	MPXV/Germany/2022/RKI074_WesternEurope_2022-06-01	accession
ON694334	MPXV/Germany/2022/RKI021_WesternEurope_2022-05-31	accession
OP555659	Monkeypox/PT0592/2022_SouthernEurope_2022-09-14	accession
OP123053	MpxV/human/USA/OH-UW-071686/2022_NorthAmerica_2022-07-15	accession
OP123052	MpxV/human/USA/OH-UW-078654/2022_NorthAmerica_2022-07-15	accession
OP123054	MpxV/human/USA/OH-UW-077163/2022_NorthAmerica_2022-07-15	accession
OP626115	MPXV/Germany/2022/RKI477_WesternEurope_2022-07-01	accession
OP245330	MPX/PT0076/2022_SouthernEurope_2022-07-23	accession
OP555473	Monkeypox/PT0377/2022_SouthernEurope_2022-07-06	accession
OP689662	MPXV/Germany/2022/ON/RKI509_WesternEurope_2022-09-23	accession
OP615336	MPXV/Germany/2022/ON/RKI457_WesternEurope_2022-09-23	accession
OP555655	Monkeypox/PT0586/2022_SouthernEurope_2022-08-05	accession
OP555553	Monkeypox/PT0474/2022_SouthernEurope_2022-08-08	accession
OP310054	MpxV/human/USA/WA-UW-088213/2022_NorthAmerica_2022-08-31	accession
OP628453	MpxV/human/USA/WA-UW-083951/2022_NorthAmerica_2022-08-01	accession
OP440593	hMPX/Human/USA/CA-LACPHL-MA00014/2022_NorthAmerica_2022-07-21	accession
OP628461	MpxV/human/USA/WA-UW-084712/2022_NorthAmerica_2022-08-01	accession
OP752108	MPXV_USA_2022_NM0001_NorthAmerica_2022-07-01	accession
OP055800	MpxV/human/USA/WA-UW-073909/2022_NorthAmerica_2022-07-23	accession
OP381209	hMpxV/USA/ID-IBL-843782/2022_NorthAmerica_2022-08-08	accession
OP169341	MpxV/human/USA/WA-UW-074184/2022_NorthAmerica_2022-07-31	accession
OP628448	MpxV/human/USA/WA-UW-082531/2022_NorthAmerica_2022-08-01	accession
OP310058	MpxV/human/USA/WA-UW-087349/2022_NorthAmerica_2022-08-25	accession
OP257251	MpxV/human/USA/WA-UW-081272/2022_NorthAmerica_2022-08-23	accession
OP310063	MpxV/human/USA/WA-UW-082810/2022_NorthAmerica_2022-08-23	accession
OP310041	MpxV/human/USA/WA-UW-080185/2022_NorthAmerica_2022-08-25	accession
OP837336	MPXV/Germany/2022/RKI574_WesternEurope_2022-06-01	accession
OP536664	MPXV-USA-IL-IDPH-003_NorthAmerica_2022-06-06	accession
OP390187	hMpxV/UK/LMO-005a/2022_WesternEurope_2022-06-20	accession
OQ274891	MPXV/Germany/2022/ON/RKI672_WesternEurope_2022-05-15	accession
ON813251	MPXV/Germany/2022/RKI051_WesternEurope_2022-06-01	accession
OP484695	MPXV/Germany/2022/RKI342_WesternEurope_2022-09-01	accession
ON694339	MPXV/Germany/2022/RKI016_WesternEurope_2022-05-15	accession
OP524005	MPXV/Germany/2022/RKI400_WesternEurope_2022-09-01	accession
OP626111	MPXV/Germany/2022/RKI473_WesternEurope_2022-07-01	accession
OP019276	hMPXV/Austria/MUW1527495/2022_WesternEurope_2022-06-21	accession
ON755232	MPXV/Germany/2022/RKI026_WesternEurope_2022-06-01	accession
ON808413	CVR_MPXV1a_WesternEurope_2022-05-15	accession
ON813264	MPXV/Germany/2022/RKI064_WesternEurope_2022-06-01	accession
ON813266	MPXV/Germany/2022/RKI056_4z6psj_WesternEurope_2022-06-01	accession
ON694331	MPXV/Germany/2022/RKI015_WesternEurope_2022-05-15	accession
ON929084	MPXV/Germany/2022/RKI129_WesternEurope_2022-07-01	accession
OP373386	MPXV/Germany/2022/RKI328_WesternEurope_2022-09-01	accession
ON929073	MPXV/Germany/2022/RKI115_WesternEurope_2022-07-01	accession
OP390192	hMpxV/UK/LMO-023a/2022_WesternEurope_2022-06-24	accession
OP215252	MPXV/Germany/2022/RKI222_WesternEurope_2022-08-31	accession
OP415188	MPX_dDDHx_9000207_WesternEurope_2022-06-05	accession
OP225960	MPXV_USA_2022_NY0013_NorthAmerica_2022-06-24	accession
OP415258	MPX_XAF7gk_9000317_WesternEurope_2022-08-01	accession
OP205128	MPXV_UK_2022_9000179_WesternEurope_2022-06-26	accession
OP523996	MPXV/Germany/2022/RKI397_WesternEurope_2022-09-01	accession
OP626110	MPXV/Germany/2022/RKI472_WesternEurope_2022-07-01	accession
ON853677	MPXV/Germany/2022/RKI099_WesternEurope_2022-06-01	accession
OP594187	MPXV/Germany/2022/RKI423_WesternEurope_2022-09-01	accession
OP018591	MPXV/Germany/2022/RKI183_WesternEurope_2022-07-01	accession
OP689686	MPXV/Germany/2022/RKI532_WesternEurope_2022-07-01	accession
OP764614	MPXV/Germany/2022/RKI556_WesternEurope_2022-06-01	accession
ON637938	MPXV/Germany/2022/RKI01_WesternEurope_2022-05-15	accession
OP715819	MPXV/Germany/2022/RKI539_WesternEurope_2022-06-24	accession
OP715818	MPXV/Germany/2022/RKI538_WesternEurope_2022-06-24	accession
ON853650	MPXV/Germany/2022/RKI069_WesternEurope_2022-06-30	accession
OP484684	MPXV/Germany/2022/RKI363_WesternEurope_2022-09-01	accession
OP215272	MPXV/Germany/2022/RKI253_WesternEurope_2022-08-01	accession
ON929080	MPXV/Germany/2022/RKI125_WesternEurope_2022-07-01	accession
ON929085	MPXV/Germany/2022/RKI130_WesternEurope_2022-07-01	accession
OP715815	MPXV/Germany/2022/RKI535_WesternEurope_2022-06-29	accession
OP523997	MPXV/Germany/2022/RKI394_WesternEurope_2022-09-20	accession
OP837343	MPXV/Germany/2022/RKI581_WesternEurope_2022-06-30	accession
OP018606	MPXV/Germany/2022/RKI184_WesternEurope_2022-07-01	accession
OP764625	MPXV/Germany/2022/RKI567_WesternEurope_2022-06-30	accession
ON929059	MPXV/Germany/2022/RKI072_WesternEurope_2022-07-01	accession
OP355568	MPXV/Germany/2022/ON/RKI309_WesternEurope_2022-08-01	accession
ON853655	MPXV/Germany/2022/RKI088_WesternEurope_2022-06-30	accession
OP215278	MPXV/Germany/2022/RKI259_WesternEurope_2022-08-01	accession
OP484672	MPXV/Germany/2022/RKI351_WesternEurope_2022-09-01	accession
ON959168	MPXV/Germany/2022/RKI154_WesternEurope_2022-07-01	accession
OP689668	MPXV/Germany/2022/RKI515_WesternEurope_2022-06-26	accession
ON853662	MPXV/Germany/2022/RKI080_WesternEurope_2022-06-26	accession
ON959176	MPXV/Germany/2022/RKI163_WesternEurope_2022-07-01	accession
OP018589	MPXV/Germany/2022/RKI180_WesternEurope_2022-07-01	accession
OP523990	MPXV/Germany/2022/RKI388_WesternEurope_2022-09-01	accession
OP215242	MPXV/Germany/2022/RKI205_WesternEurope_2022-08-30	accession
OP752118	MPXV_USA_2022_SC0005_NorthAmerica_2022-07-09	accession
ON813257	MPXV/Germany/2022/RKI060_WesternEurope_2022-06-17	accession
OP339849	MPXV/Germany/2022/RKI292_WesternEurope_2022-08-01	accession
OP215267	MPXV/Germany/2022/RKI247_WesternEurope_2022-08-01	accession
ON853660	MPXV/Germany/2022/RKI078_WesternEurope_2022-06-17	accession
OP215248	MPXV/Germany/2022/RKI215_WesternEurope_2022-08-01	accession
ON853672	MPXV/Germany/2022/RKI093_WesternEurope_2022-06-17	accession
OP587245	MPXV/Human/USA/CA-CDPH-MPX000016/2022_NorthAmerica_2022-06-17	accession
OQ054241	MPXV_USA_2022_AK0001_NorthAmerica_2022-08-31	accession
OQ054242	MPXV_USA_2022_AK0002_NorthAmerica_2022-07-31	accession
OP415276	MPX_KV9qz9_9000349_WesternEurope_2022-08-01	accession
OP555602	Monkeypox/PT0531/2022_SouthernEurope_2022-08-19	accession
OP555496	Monkeypox/PT0400/2022_SouthernEurope_2022-07-19	accession
OP245325	MPX/PT0071/2022_SouthernEurope_2022-07-26	accession
OP245348	MPX/PT0114/2022_SouthernEurope_2022-07-15	accession
OP245321	MPX/PT0067/2022_SouthernEurope_2022-07-26	accession
OP555641	Monkeypox/PT0570/2022_SouthernEurope_2022-09-02	accession
OP555627	Monkeypox/PT0556/2022_SouthernEurope_2022-08-30	accession
OP555587	Monkeypox/PT0516/2022_SouthernEurope_2022-08-17	accession
OP555569	Monkeypox/PT0494/2022_SouthernEurope_2022-08-15	accession
OP245355	MPX/PT0122/2022_SouthernEurope_2022-07-15	accession
OP484687	MPXV/Germany/2022/RKI366_WesternEurope_2022-09-01	accession
OP215255	MPXV/Germany/2022/RKI227_WesternEurope_2022-08-01	accession
OP523998	MPXV/Germany/2022/RKI395_WesternEurope_2022-09-01	accession
OP018599	MPXV/Germany/2022/RKI174_WesternEurope_2022-07-01	accession
OP626106	MPXV/Germany/2022/RKI468_WesternEurope_2022-06-17	accession
ON755240	MPXV/Germany/2022/RKI034_WesternEurope_2022-06-17	accession
OP524004	MPXV/Germany/2022/RKI403_WesternEurope_2022-09-01	accession
ON853659	MPXV/Germany/2022/RKI075_WesternEurope_2022-06-30	accession
OP689684	MPXV/Germany/2022/RKI531_WesternEurope_2022-07-01	accession
OP355578	MPXV/Germany/2022/ON/RKI322_WesternEurope_2022-08-01	accession
OP215207	MPXV/Germany/2022/RKI186_WesternEurope_2022-08-01	accession
OP626132	MPXV/Germany/2022/RKI494_WesternEurope_2022-07-31	accession
OP215212	MPXV/Germany/2022/RKI204_WesternEurope_2022-08-01	accession
OP205082	MPXV_UK_2022_9000079_WesternEurope_2022-06-15	accession
OP415204	MPX_fZLVcc_9000229_WesternEurope_2022-07-01	accession
OP205088	MPXV_UK_2022_9000100_WesternEurope_2022-06-09	accession
OP415202	MPX_fZLVcc_9000227_WesternEurope_2022-07-01	accession
OP837346	MPXV/Germany/2022/RKI584_WesternEurope_2022-06-01	accession
ON929079	MPXV/Germany/2022/RKI124_WesternEurope_2022-07-01	accession
OP205138	MPXV_UK_2022_9000195_WesternEurope_2022-07-06	accession
OP687945	MPXV_USA_2022_TX0022_NorthAmerica_2022-07-01	accession
OP415203	MPX_fZLVcc_9000228_WesternEurope_2022-07-01	accession
OP879747	NJ-MPXV-032_NorthAmerica_2022-07-13	accession
OP205120	MPXV_UK_2022_9000162_WesternEurope_2022-07-07	accession
ON853681	MPXV/Germany/2022/RKI092_WesternEurope_2022-06-01	accession
OP205131	MPXV_UK_2022_9000186_WesternEurope_2022-06-29	accession
OP185710	MPXV_USA_2022_NY0007_NorthAmerica_2022-06-01	accession
ON755239	MPXV/Germany/2022/RKI033_WesternEurope_2022-06-08	accession
OP205078	MPXV_UK_2022_9000072_WesternEurope_2022-06-09	accession
OP415193	MPX_gOirGi_9000215_WesternEurope_2022-07-01	accession
ON853663	MPXV/Germany/2022/RKI081_WesternEurope_2022-06-01	accession
OP150927	MPXV_USA_2022_WA001_NorthAmerica_2022-05-20	accession
OP442544	hMPX/Human/USA/CA-LACPHL-MA00068/2022_NorthAmerica_2022-08-17	accession
OP415180	MPX_CJjutN_9000198_WesternEurope_2022-07-01	accession
OQ274892	MPXV/Germany/2022/ON/RKI673_WesternEurope_2022-05-20	accession
OP523982	MPXV/Germany/2022/RKI380_WesternEurope_2022-09-01	accession
OP331334	MPXV_UK_2022_9000060_WesternEurope_2022-06-07	accession
OP879768	NJ-MPXV-056_NorthAmerica_2022-08-31	accession
OQ054238	MPXV_USA_2022_TX0016_NorthAmerica_2022-09-01	accession
OP580151	MPXV/Human/USA/CA-CDPH-MPX000002/2022_NorthAmerica_2022-06-02	accession
OP185716	MPXV_USA_2022_CA0005_NorthAmerica_2022-06-01	accession
OQ330980	Monkeypoxvirus/Human/USA/CA-LACPHL-MA00363/2022_NorthAmerica_2022-10-07	accession
OQ330976	Monkeypoxvirus/Human/USA/CA-LACPHL-MA00369/2022_NorthAmerica_2022-10-24	accession
ON929090	MPXV/Germany/2022/RKI135_WesternEurope_2022-07-16	accession
ON813263	MPXV/Germany/2022/RKI063_WesternEurope_2022-06-24	accession
OP689680	MPXV/Germany/2022/RKI527_WesternEurope_2022-06-29	accession
OP594186	MPXV/Germany/2022/RKI422_WesternEurope_2022-09-01	accession
OP205112	MPXV_UK_2022_9000149_WesternEurope_2022-06-14	accession
OP215235	MPXV/Germany/2022/RKI193_WesternEurope_2022-08-01	accession
ON853651	MPXV/Germany/2022/RKI073_WesternEurope_2022-06-14	accession
OP484668	MPXV/Germany/2022/RKI347_WesternEurope_2022-09-01	accession
ON929057	MPXV/Germany/2022/RKI070_50yj40_WesternEurope_2022-07-01	accession
ON959167	MPXV/Germany/2022/RKI153_WesternEurope_2022-07-01	accession
OP484696	MPXV/Germany/2022/RKI344_WesternEurope_2022-09-01	accession
ON959156	MPXV/Germany/2022/RKI141_WesternEurope_2022-07-01	accession
ON959150	MPXV/Germany/2022/RKI145_WesternEurope_2022-07-01	accession
OP715822	MPXV/Germany/2022/RKI542_WesternEurope_2022-06-30	accession
OP215257	MPXV/Germany/2022/RKI230_WesternEurope_2022-08-14	accession
OP484665	MPXV/Germany/2022/RKI343_WesternEurope_2022-09-01	accession
OP415250	MPX_xSF5DR_9000295_WesternEurope_2022-08-24	accession
ON929082	MPXV/Germany/2022/RKI127_WesternEurope_2022-07-01	accession
OP764627	MPXV/Germany/2022/RKI569_WesternEurope_2022-06-01	accession
OP764628	MPXV/Germany/2022/RKI570_WesternEurope_2022-06-01	accession
ON929074	MPXV/Germany/2022/RKI119_WesternEurope_2022-07-01	accession
OP390201	hMpxV/UK/LMO-038a/2022_WesternEurope_2022-07-16	accession
ON929067	MPXV/Germany/2022/RKI109_WesternEurope_2022-07-01	accession
OP764626	MPXV/Germany/2022/RKI568_WesternEurope_2022-06-26	accession
OP205127	MPXV_UK_2022_9000178_WesternEurope_2022-06-27	accession
OP205087	MPXV_UK_2022_9000099_WesternEurope_2022-06-09	accession
OP205080	MPXV_UK_2022_9000076_WesternEurope_2022-06-09	accession
OP205072	MPXV_UK_2022_9000066_WesternEurope_2022-06-07	accession
OP626125	MPXV/Germany/2022/RKI487_WesternEurope_2022-07-01	accession
OP689677	MPXV/Germany/2022/RKI524_WesternEurope_2022-06-01	accession
OP594191	MPXV/Germany/2022/RKI427_WesternEurope_2022-09-01	accession
OP018593	MPXV/Germany/2022/RKI167_WesternEurope_2022-07-01	accession
OP270472	MPXV/Germany/2022/RKI283_WesternEurope_2022-08-01	accession
OP263636	MPXV/Germany/2022/RKI281_WesternEurope_2022-08-01	accession
OP279039	MpxV/human/CAN/UN-NML-4117/2022_NorthAmerica_2022-06-28	accession
OP215280	MPXV/Germany/2022/RKI261_WesternEurope_2022-08-01	accession
OP018592	MPXV/Germany/2022/RKI166_WesternEurope_2022-07-22	accession
OP626112	MPXV/Germany/2022/RKI474_WesternEurope_2022-07-01	accession
OP270475	MPXV/Germany/2022/RKI286_WesternEurope_2022-08-01	accession
OP215274	MPXV/Germany/2022/RKI254_WesternEurope_2022-08-01	accession
OP270474	MPXV/Germany/2022/RKI285_WesternEurope_2022-08-01	accession
OP215208	MPXV/Germany/2022/RKI196_WesternEurope_2022-08-01	accession
OP837342	MPXV/Germany/2022/RKI580_WesternEurope_2022-06-30	accession
OP355567	MPXV/Germany/2022/ON/RKI307_WesternEurope_2022-08-01	accession
OP205089	MPXV_UK_2022_9000101_WesternEurope_2022-06-09	accession
OP205140	MPXV_UK_2022_9000193_WesternEurope_2022-07-04	accession
OP555593	Monkeypox/PT0522/2022_SouthernEurope_2022-08-18	accession
OP555557	Monkeypox/PT0478/2022_SouthernEurope_2022-08-08	accession
OP378700	MPXV_USA_2022_GA0015_NorthAmerica_2022-07-01	accession
OP752103	MPXV_USA_2022_AR0002_NorthAmerica_2022-08-01	accession
OQ330997	Monkeypoxvirus/Human/USA/CA-LACPHL-MA00390/2022_NorthAmerica_2022-12-14	accession
OP539920	MPX/Human/USA/CA-LACPHL-MA00135/2022_NorthAmerica_2022-09-09	accession
OP539886	MPX/Human/USA/CA-LACPHL-MA00101/2022_NorthAmerica_2022-09-01	accession
OP205083	MPXV_UK_2022_9000092_WesternEurope_2022-05-25	accession
OQ121957	hMpxV/Human/USA/IL-RIPHL-MPXV_10013/2022_NorthAmerica_2022-09-05	accession
OP440536	hMPX/Human/USA/CA-LACPHL-MA00043/2022_NorthAmerica_2022-07-28	accession
OQ054237	MPXV_USA_2022_TN0010_NorthAmerica_2022-09-30	accession
OP536679	MPXV-USA-IL-IDPH-018_NorthAmerica_2022-07-07	accession
OP687947	MPXV_USA_2022_TX0024_NorthAmerica_2022-08-01	accession
OP687944	MPXV_USA_2022_TX0021_NorthAmerica_2022-07-01	accession
OP743967	MpxV/human/USA/WA-UW-092798/2022_NorthAmerica_2022-09-01	accession
OQ054236	MPXV_USA_2022_TN0009_NorthAmerica_2022-09-01	accession
OP722500	MPX/Human/USA/CA-LACPHL-MA00241/2022_NorthAmerica_2022-07-18	accession
OP539910	MPX/Human/USA/CA-LACPHL-MA00125/2022_NorthAmerica_2022-09-09	accession
OP650031	MPXV22/human/USA-OK-273_NorthAmerica_2022-09-07	accession
OQ054246	MPXV_USA_2022_FL0028_NorthAmerica_2022-09-01	accession
OP604523	MPXV_USA_2022_NC0007_NorthAmerica_2022-07-07	accession
ON853658	MPXV/Germany/2022/RKI072_3db89z_WesternEurope_2022-06-01	accession
OP580597	hMPX/USA/CA-LACPHL-MA00164/2022_NorthAmerica_2022-09-22	accession
OP603003	MPXV_USA_2022_GA0016_NorthAmerica_2022-07-01	accession
OP459202	MPXV_USA_2022_GA0005_NorthAmerica_2022-06-01	accession
OP539919	MPX/Human/USA/CA-LACPHL-MA00134/2022_NorthAmerica_2022-09-09	accession
OP440535	hMPX/Human/USA/CA-LACPHL-MA00042/2022_NorthAmerica_2022-07-28	accession
OQ121962	hMpxV/Human/USA/IL-RIPHL-MPXV_10018/2022_NorthAmerica_2022-09-25	accession
OP879745	NJ-MPXV-029_NorthAmerica_2022-07-08	accession
OP879766	NJ-MPXV-053_NorthAmerica_2022-07-25	accession
OP539918	MPX/Human/USA/CA-LACPHL-MA00133/2022_NorthAmerica_2022-09-09	accession
OP539911	MPX/Human/USA/CA-LACPHL-MA00126/2022_NorthAmerica_2022-09-09	accession
OP881947	MPXV_USA_2022_LA0002_NorthAmerica_2022-09-01	accession
OP752112	MPXV_USA_2022_NY0034_NorthAmerica_2022-07-01	accession
OP215262	MPXV/Germany/2022/RKI238_WesternEurope_2022-08-01	accession
OQ330990	Monkeypoxvirus/Human/USA/CA-LACPHL-MA00383/2022_NorthAmerica_2022-10-19	accession
OP722499	MPX/Human/USA/CA-LACPHL-MA00240/2022_NorthAmerica_2022-07-18	accession
OP378697	MPXV_USA_2022_GA0014_NorthAmerica_2022-07-01	accession
OP879751	NJ-MPXV-036_NorthAmerica_2022-07-18	accession
OQ330996	Monkeypoxvirus/Human/USA/CA-LACPHL-MA00389/2022_NorthAmerica_2022-12-12	accession
OP687949	MPXV_USA_2022_TX0026_NorthAmerica_2022-08-01	accession
OP205086	MPXV_UK_2022_9000097_WesternEurope_2022-06-06	accession
OP539917	MPX/Human/USA/CA-LACPHL-MA00132/2022_NorthAmerica_2022-09-09	accession
OP539909	MPX/Human/USA/CA-LACPHL-MA00124/2022_NorthAmerica_2022-09-09	accession
OP747061	MpxV/human/USA/Unknown-UW-093679/2022_NorthAmerica_2022-09-01	accession
OQ054219	MPXV_USA_2022_GA0020_NorthAmerica_2022-09-01	accession
OP680486	Monkeypoxvirus/Human/USA/CA-LACPHL-MA00208/2022_NorthAmerica_2022-07-14	accession
OP539916	MPX/Human/USA/CA-LACPHL-MA00131/2022_NorthAmerica_2022-09-09	accession
